chiN,fA,tau,density_profile,density_image,normalized_fft,dot_product_vector,dot_cluster
32.909376,0.402913,0.79661,[0.99212722 0.99147691 0.98935257 ... 0.98694064 0.99009091 0.99147691],"[[0.99212722 0.99147691 0.98935257 ... 0.98515188 0.98935257 0.99147691]
 [0.99147691 0.99147691 0.99009091 ... 0.98108594 0.98694064 0.99009091]
 [0.98935257 0.99009091 0.98935257 ... 0.97353708 0.98217111 0.98694064]
 ...
 [0.98515188 0.98108594 0.97353708 ... 0.98515188 0.98694064 0.98694064]
 [0.98935257 0.98694064 0.98217111 ... 0.98694064 0.98935257 0.99009091]
 [0.99147691 0.99009091 0.98694064 ... 0.98694064 0.99009091 0.99147691]]","[[ 0.76308057+0.00000000e+00j  0.25788988+1.58203117e-18j
  -0.04042755+7.52632382e-19j ... -0.00551251-6.27060433e-18j
  -0.04042755+1.37328160e-18j  0.25788988-3.56418660e-19j]
 [ 0.25788988-1.18149009e-19j -0.00794713+2.16420519e-18j
  -0.02321615-8.72894917e-19j ... -0.02321615-1.16115971e-18j
  -0.00794713+2.15331925e-19j  0.25788988-1.05082577e-18j]
 [-0.04042755+1.08704230e-18j -0.02321615+7.92166532e-18j
   0.00829091-1.06381558e-18j ... -0.02321615+8.73906888e-19j
  -0.04042755+6.96979343e-19j -0.00794713+1.91901128e-18j]
 ...
 [-0.00551251+1.90915564e-18j -0.02321615-6.55254750e-18j
  -0.02321615+1.02786863e-18j ... -0.00238306+3.45531124e-19j
   0.00211745-4.46401732e-20j  0.00882007-9.04469463e-18j]
 [-0.04042755+9.76356981e-19j -0.00794713-6.43304503e-18j
  -0.04042755+4.95025679e-19j ...  0.00211745-1.82821609e-18j
   0.00829091-5.92392446e-19j -0.02321615-4.65778303e-18j]
 [ 0.25788988-6.33717135e-18j  0.25788988-7.92405613e-19j
  -0.00794713+5.25148739e-19j ...  0.00882007-5.74865087e-18j
  -0.02321615+1.09772170e-18j -0.00794713+1.28886688e-18j]]",[0.98782522 0.70394898 0.88814723 0.69869973 0.76308057],2
28.503205,0.495327,0.671875,[0.988128   0.98755217 0.9857497  ... 0.98382624 0.98636335 0.98755217],"[[0.988128   0.98755217 0.9857497  ... 0.98247092 0.9857497  0.98755217]
 [0.98755217 0.98755217 0.98636335 ... 0.97956512 0.98382624 0.98636335]
 [0.9857497  0.98636335 0.9857497  ... 0.97464593 0.980317   0.98382624]
 ...
 [0.98247092 0.97956512 0.97464593 ... 0.98247092 0.98382624 0.98382624]
 [0.9857497  0.98382624 0.980317   ... 0.98382624 0.9857497  0.98636335]
 [0.98755217 0.98636335 0.98382624 ... 0.98382624 0.98636335 0.98755217]]","[[ 8.22547252e-01+0.00000000e+00j  2.20181207e-01+3.06124496e-18j
  -5.22843715e-02+1.05653425e-18j ...  1.12200909e-02-5.31996516e-18j
  -5.22843715e-02+1.38208219e-18j  2.20181207e-01-2.19135387e-18j]
 [ 2.20181207e-01+3.00810339e-18j -4.85150894e-02-8.59024353e-18j
  -2.00831692e-03-2.48569431e-19j ... -2.00831692e-03+9.97021033e-20j
  -4.85150894e-02+6.77994924e-19j  2.20181207e-01-2.37163677e-18j]
 [-5.22843715e-02+8.54516917e-19j -2.00831692e-03-8.64362989e-19j
   8.83217405e-03-6.01121242e-19j ... -2.00831692e-03+2.92497303e-19j
  -5.22843715e-02+3.17568640e-18j -4.85150894e-02-1.31723412e-18j]
 ...
 [ 1.12200909e-02-6.26291531e-18j -2.00831692e-03+3.11934642e-19j
  -2.00831692e-03+8.49728075e-19j ...  1.41137937e-04-7.90056132e-19j
  -3.50631726e-03+3.34030041e-19j  6.03688148e-03-4.15313560e-18j]
 [-5.22843715e-02+1.67090950e-18j -4.85150894e-02-3.19497135e-18j
  -5.22843715e-02+1.70124584e-18j ... -3.50631726e-03+8.44287356e-20j
   8.83217405e-03-4.77037922e-19j -2.00831692e-03+1.49084083e-18j]
 [ 2.20181207e-01-1.03887040e-18j  2.20181207e-01+2.93236404e-18j
  -4.85150894e-02+2.18427342e-18j ...  6.03688148e-03-5.11355920e-18j
  -2.00831692e-03+1.62233446e-19j -4.85150894e-02+6.58805048e-18j]]",[0.99485481 0.80591818 0.93974516 0.79310907 0.82254725],2
29.726238,0.52,0.735294,[0.991607   0.99113489 0.98964526 ... 0.98803924 0.99015429 0.99113489],"[[0.991607   0.99113489 0.98964526 ... 0.98689893 0.98964526 0.99113489]
 [0.99113489 0.99113489 0.99015429 ... 0.98443725 0.98803924 0.99015429]
 [0.98964526 0.99015429 0.98964526 ... 0.98023472 0.98507703 0.98803924]
 ...
 [0.98689893 0.98443725 0.98023472 ... 0.98689893 0.98803924 0.98803924]
 [0.98964526 0.98803924 0.98507703 ... 0.98803924 0.98964526 0.99015429]
 [0.99113489 0.99015429 0.98803924 ... 0.98803924 0.99015429 0.99113489]]","[[ 8.37677846e-01+0.00000000e+00j  2.09584212e-01-1.52665855e-18j
  -5.26882296e-02+1.33259926e-18j ...  1.24499361e-02-2.97736699e-18j
  -5.26882296e-02+1.38881780e-18j  2.09584212e-01-3.81399998e-18j]
 [ 2.09584212e-01+5.51643209e-19j -5.18792320e-02+6.94664857e-19j
   1.51949972e-03+2.07728246e-19j ...  1.51949972e-03+1.83572583e-18j
  -5.18792320e-02+2.03859884e-18j  2.09584212e-01+2.24451103e-18j]
 [-5.26882296e-02+1.07173623e-18j  1.51949972e-03+2.26370922e-18j
   7.83303688e-03-5.73418828e-20j ...  1.51949972e-03+8.54956252e-20j
  -5.26882296e-02+3.29292449e-18j -5.18792320e-02-1.20865550e-18j]
 ...
 [ 1.24499361e-02-9.66295767e-19j  1.51949972e-03+1.39951648e-18j
   1.51949972e-03+5.37868987e-20j ...  6.37413419e-04+6.94447955e-19j
  -3.83776195e-03+2.57455032e-18j  4.74732127e-03-7.29033696e-18j]
 [-5.26882296e-02+1.76343694e-18j -5.18792320e-02+2.90454551e-18j
  -5.26882296e-02+3.30689194e-18j ... -3.83776195e-03+1.45315760e-18j
   7.83303688e-03+2.30972993e-20j  1.51949972e-03+9.91316504e-19j]
 [ 2.09584212e-01-1.70874041e-18j  2.09584212e-01-1.30476773e-18j
  -5.18792320e-02+9.89239029e-19j ...  4.74732127e-03-3.57212660e-18j
   1.51949972e-03-7.41078763e-20j -5.18792320e-02+2.65543310e-18j]]",[0.99145909 0.82305365 0.94801759 0.81017796 0.83767785],2
32.892195,0.4,0.5,[0.99138004 0.99082227 0.98906157 ... 0.98715769 0.98966357 0.99082227],"[[0.99138004 0.99082227 0.98906157 ... 0.98579955 0.98906157 0.99082227]
 [0.99082227 0.99082227 0.98966357 ... 0.9828404  0.98715769 0.98966357]
 [0.98906157 0.98966357 0.98906157 ... 0.97766825 0.98361342 0.98715769]
 ...
 [0.98579955 0.9828404  0.97766825 ... 0.98579955 0.98715769 0.98715769]
 [0.98906157 0.98715769 0.98361342 ... 0.98715769 0.98906157 0.98966357]
 [0.99082227 0.98966357 0.98715769 ... 0.98715769 0.98966357 0.99082227]]","[[ 7.29516675e-01+0.00000000e+00j  2.69558291e-01+1.14340949e-18j
  -5.42033004e-02+3.70843103e-19j ...  1.34241604e-03-5.34227930e-18j
  -5.42033004e-02+4.77060246e-19j  2.69558291e-01-8.22088670e-19j]
 [ 2.69558291e-01+5.75397778e-18j -2.61399785e-02-4.67203941e-18j
  -2.21610873e-02-5.53627328e-20j ... -2.21610873e-02+1.76262239e-18j
  -2.61399785e-02-6.45819608e-19j  2.69558291e-01-3.70828697e-18j]
 [-5.42033004e-02+1.39939235e-18j -2.21610873e-02-6.61321711e-18j
   1.42506890e-02+5.32329252e-19j ... -2.21610873e-02+9.46695841e-19j
  -5.42033004e-02+1.56704688e-19j -2.61399785e-02-4.86820593e-18j]
 ...
 [ 1.34241604e-03+3.22378804e-19j -2.21610873e-02+6.57409035e-18j
  -2.21610873e-02+1.97414904e-18j ... -3.35894378e-03-7.94571183e-20j
  -5.54994360e-04-1.35198783e-19j  1.35680598e-02-4.64860860e-18j]
 [-5.42033004e-02+1.66484657e-18j -2.61399785e-02+6.27037893e-18j
  -5.42033004e-02+2.02501779e-18j ... -5.54994360e-04+7.33899052e-19j
   1.42506890e-02-5.10169634e-20j -2.21610873e-02+7.35265551e-18j]
 [ 2.69558291e-01-4.45633599e-18j  2.69558291e-01-3.20581816e-19j
  -2.61399785e-02+8.74110555e-19j ...  1.35680598e-02-6.79013872e-18j
  -2.21610873e-02+1.31633619e-18j -2.61399785e-02+4.59788845e-18j]]",[0.99291846 0.70180945 0.87530105 0.68665466 0.72951668],2
22.721108,0.463158,0.833333,[0.97923553 0.97806272 0.97427234 ... 0.97004419 0.97558266 0.97806272],"[[0.97923553 0.97806272 0.97427234 ... 0.96695979 0.97427234 0.97806272]
 [0.97806272 0.97806272 0.97558266 ... 0.96010597 0.97004419 0.97558266]
 [0.97427234 0.97558266 0.97427234 ... 0.94791794 0.9619141  0.97004419]
 ...
 [0.96695979 0.96010597 0.94791794 ... 0.96695979 0.97004419 0.97004419]
 [0.97427234 0.97004419 0.9619141  ... 0.97004419 0.97427234 0.97558266]
 [0.97806272 0.97558266 0.97004419 ... 0.97004419 0.97558266 0.97806272]]","[[ 8.58949518e-01+0.00000000e+00j  2.06182037e-01+1.19772414e-18j
  -2.70861468e-02+7.81545947e-19j ... -3.65249012e-03-4.34007179e-18j
  -2.70861468e-02+7.44708444e-19j  2.06182037e-01-2.01771568e-18j]
 [ 2.06182037e-01-1.29335508e-18j -1.62173098e-03-2.07970757e-18j
  -1.39198266e-02+4.13622491e-20j ... -1.39198266e-02+4.04066972e-19j
  -1.62173098e-03+3.66527131e-19j  2.06182037e-01+6.59773577e-18j]
 [-2.70861468e-02+1.64411306e-19j -1.39198266e-02-1.63935864e-18j
   3.47416411e-03-7.51110066e-19j ... -1.39198266e-02+1.31936814e-18j
  -2.70861468e-02+1.26728937e-18j -1.62173098e-03+3.08601440e-18j]
 ...
 [-3.65249012e-03-2.34278412e-18j -1.39198266e-02+9.26644207e-19j
  -1.39198266e-02+8.32006140e-19j ... -6.84532977e-04+1.83331704e-19j
   1.04502911e-03-4.81397144e-19j  3.72557535e-03-1.89413726e-18j]
 [-2.70861468e-02+3.27717817e-19j -1.62173098e-03+1.74990710e-19j
  -2.70861468e-02+1.32275254e-18j ...  1.04502911e-03+7.91780876e-19j
   3.47416411e-03-8.02320064e-19j -1.39198266e-02+4.11269619e-19j]
 [ 2.06182037e-01+8.15812109e-19j  2.06182037e-01-3.34509433e-18j
  -1.62173098e-03+4.16449964e-19j ...  3.72557535e-03-3.40311338e-18j
  -1.39198266e-02+3.02886682e-19j -1.62173098e-03+7.16563118e-20j]]",[0.97557392 0.76964552 0.93668921 0.77845086 0.85894952],2
30.518342,0.491071,0.612903,[0.99195306 0.99151789 0.9901576  ... 0.98870927 0.99062036 0.99151789],"[[0.99195306 0.99151789 0.9901576  ... 0.98769062 0.9901576  0.99151789]
 [0.99151789 0.99151789 0.99062036 ... 0.98551095 0.98870927 0.99062036]
 [0.9901576  0.99062036 0.9901576  ... 0.98182934 0.98607454 0.98870927]
 ...
 [0.98769062 0.98551095 0.98182934 ... 0.98769062 0.98870927 0.98870927]
 [0.9901576  0.98870927 0.98607454 ... 0.98870927 0.9901576  0.99062036]
 [0.99151789 0.99062036 0.98870927 ... 0.98870927 0.99062036 0.99151789]]","[[ 8.03462944e-01+0.00000000e+00j  2.28070431e-01+3.67328165e-18j
  -5.94209696e-02+1.71646030e-18j ...  1.44637990e-02-5.84893285e-18j
  -5.94209696e-02+1.03747950e-18j  2.28070431e-01-2.75168023e-18j]
 [ 2.28070431e-01+9.00624690e-18j -5.44775051e-02-5.07845683e-18j
  -1.31412229e-03+2.11017683e-19j ... -1.31412229e-03+1.08755344e-18j
  -5.44775051e-02+2.67812810e-19j  2.28070431e-01-2.50818777e-18j]
 [-5.94209696e-02+1.68651695e-18j -1.31412229e-03+2.61293517e-18j
   1.11659278e-02-4.97440181e-19j ... -1.31412229e-03+7.30187884e-19j
  -5.94209696e-02+5.74361987e-19j -5.44775051e-02+4.27918613e-18j]
 ...
 [ 1.44637990e-02-3.88778718e-18j -1.31412229e-03+3.00037696e-18j
  -1.31412229e-03-6.06378765e-19j ...  5.08458106e-04+5.16910923e-19j
  -5.17083003e-03+2.70586014e-18j  7.45571502e-03-5.72630313e-18j]
 [-5.94209696e-02+1.36332205e-18j -5.44775051e-02-4.27175512e-18j
  -5.94209696e-02+1.29566148e-18j ... -5.17083003e-03+1.96539517e-18j
   1.11659278e-02-9.63342854e-20j -1.31412229e-03-2.47311129e-18j]
 [ 2.28070431e-01-4.48277769e-18j  2.28070431e-01+3.35218065e-18j
  -5.44775051e-02+4.33392283e-19j ...  7.45571502e-03-5.90724895e-18j
  -1.31412229e-03+2.08741971e-19j -5.44775051e-02+4.35354131e-18j]]",[0.99754962 0.80061988 0.93092086 0.78182856 0.80346294],2
25.050226,0.457143,0.725806,[0.97340548 0.97224223 0.9685733  ... 0.96461436 0.96982714 0.97224223],"[[0.97340548 0.97224223 0.9685733  ... 0.96179972 0.9685733  0.97224223]
 [0.97224223 0.97224223 0.96982714 ... 0.9557106  0.96461436 0.96982714]
 [0.9685733  0.96982714 0.9685733  ... 0.94528972 0.95729364 0.96461436]
 ...
 [0.96179972 0.9557106  0.94528972 ... 0.96179972 0.96461436 0.96461436]
 [0.9685733  0.96461436 0.95729364 ... 0.96461436 0.9685733  0.96982714]
 [0.97224223 0.96982714 0.96461436 ... 0.96461436 0.96982714 0.97224223]]","[[ 8.34994908e-01+0.00000000e+00j  2.20020506e-01+2.41328731e-18j
  -3.57651878e-02+6.18174677e-19j ...  1.69538421e-03-4.88543083e-18j
  -3.57651878e-02+7.15604773e-19j  2.20020506e-01-3.51640468e-18j]
 [ 2.20020506e-01+6.07107393e-18j -2.26247081e-02+3.24626062e-18j
  -9.45703943e-03-2.11169733e-19j ... -9.45703943e-03+5.03659415e-19j
  -2.26247081e-02+5.55477121e-19j  2.20020506e-01-8.03091908e-19j]
 [-3.57651878e-02+3.41619716e-19j -9.45703943e-03+1.48471923e-18j
   5.38077067e-03-1.72339745e-19j ... -9.45703943e-03+2.89309322e-19j
  -3.57651878e-02+6.04243555e-19j -2.26247081e-02+1.26314167e-18j]
 ...
 [ 1.69538421e-03-5.11250614e-18j -9.45703943e-03+3.26851616e-19j
  -9.45703943e-03+3.50405688e-19j ... -6.48277623e-04-2.50788553e-20j
  -3.23897695e-04-4.51120039e-20j  4.76643964e-03-7.56622939e-18j]
 [-3.57651878e-02+6.73914039e-19j -2.26247081e-02+1.86188329e-18j
  -3.57651878e-02+1.11531766e-18j ... -3.23897695e-04-4.26064134e-19j
   5.38077067e-03-1.76484976e-19j -9.45703943e-03-2.26807188e-18j]
 [ 2.20020506e-01-7.79730563e-18j  2.20020506e-01-1.97404088e-18j
  -2.26247081e-02+6.92315737e-19j ...  4.76643964e-03-5.30100414e-18j
  -9.45703943e-03-3.97085828e-20j -2.26247081e-02-4.20097133e-18j]]",[0.98834834 0.77818352 0.93685826 0.77816705 0.83499491],2
22.666256,0.450495,0.777778,[0.96251585 0.96083756 0.95551226 ... 0.94972757 0.95733695 0.96083756],"[[0.96251585 0.96083756 0.95551226 ... 0.94559945 0.95551226 0.96083756]
 [0.96083756 0.96083756 0.95733695 ... 0.93665413 0.94972757 0.95733695]
 [0.95551226 0.95733695 0.95551226 ... 0.92138171 0.93898178 0.94972757]
 ...
 [0.94559945 0.93665413 0.92138171 ... 0.94559945 0.94972757 0.94972757]
 [0.95551226 0.94972757 0.93898178 ... 0.94972757 0.95551226 0.95733695]
 [0.96083756 0.95733695 0.94972757 ... 0.94972757 0.95733695 0.96083756]]","[[ 8.60217854e-01+0.00000000e+00j  2.06125713e-01+3.02087543e-18j
  -2.36979973e-02+3.64918389e-19j ... -2.35433820e-03-4.45057460e-18j
  -2.36979973e-02+3.92148602e-19j  2.06125713e-01-2.62299385e-18j]
 [ 2.06125713e-01+4.05416392e-18j -5.36953285e-03+4.67722768e-19j
  -1.06708107e-02-6.58543426e-19j ... -1.06708107e-02-6.07884819e-19j
  -5.36953285e-03+5.40328177e-19j  2.06125713e-01-2.07705252e-18j]
 [-2.36979973e-02+7.22852156e-19j -1.06708107e-02-1.43354666e-18j
   2.51314245e-03-4.05956839e-19j ... -1.06708107e-02+8.68344055e-19j
  -2.36979973e-02+1.27526147e-18j -5.36953285e-03+2.46685613e-18j]
 ...
 [-2.35433820e-03+7.88344205e-19j -1.06708107e-02-3.19431605e-19j
  -1.06708107e-02+7.19347858e-20j ... -3.98115208e-04+1.89584859e-19j
   6.27668651e-04-7.40848974e-20j  2.69215796e-03-7.52133787e-18j]
 [-2.36979973e-02+7.41181702e-19j -5.36953285e-03-1.36871330e-18j
  -2.36979973e-02+6.21905995e-19j ...  6.27668651e-04-8.59814018e-19j
   2.51314245e-03-6.26639745e-19j -1.06708107e-02+2.46798607e-18j]
 [ 2.06125713e-01-2.46587239e-18j  2.06125713e-01-2.79679612e-20j
  -5.36953285e-03+4.14890776e-19j ...  2.69215796e-03-4.61580343e-18j
  -1.06708107e-02+8.61505783e-19j -5.36953285e-03+2.26101328e-19j]]",[0.97590745 0.77353178 0.94084482 0.78330137 0.86021785],2
25.207812,0.49,0.757576,[0.97906333 0.97810258 0.97506777 ... 0.97178859 0.97610551 0.97810258],"[[0.97906333 0.97810258 0.97506777 ... 0.96945564 0.97506777 0.97810258]
 [0.97810258 0.97810258 0.97610551 ... 0.96440818 0.97178859 0.97610551]
 [0.97506777 0.97610551 0.97506777 ... 0.95577289 0.96572105 0.97178859]
 ...
 [0.96945564 0.96440818 0.95577289 ... 0.96945564 0.97178859 0.97178859]
 [0.97506777 0.97178859 0.96572105 ... 0.97178859 0.97506777 0.97610551]
 [0.97810258 0.97610551 0.97178859 ... 0.97178859 0.97610551 0.97810258]]","[[ 8.53793914e-01+0.00000000e+00j  2.06729318e-01+2.48590728e-18j
  -3.79641383e-02+6.31386775e-19j ...  3.86120948e-03-4.93044262e-18j
  -3.79641383e-02+6.44131157e-19j  2.06729318e-01-7.85669126e-19j]
 [ 2.06729318e-01+2.82898472e-18j -2.87171218e-02+1.16996875e-18j
  -6.22821098e-03-1.17704765e-19j ... -6.22821098e-03+9.82422340e-19j
  -2.87171218e-02+5.85336908e-19j  2.06729318e-01-1.43960940e-18j]
 [-3.79641383e-02+4.73767184e-19j -6.22821098e-03+3.27859606e-18j
   5.49984096e-03-6.76263366e-19j ... -6.22821098e-03+4.53290255e-19j
  -3.79641383e-02+1.54878309e-18j -2.87171218e-02+6.70380574e-19j]
 ...
 [ 3.86120948e-03-4.53069829e-18j -6.22821098e-03-3.31466985e-18j
  -6.22821098e-03-2.16084827e-19j ... -4.33397875e-04+7.44344623e-19j
  -9.41593168e-04+6.39427644e-20j  4.44192123e-03-3.23685616e-18j]
 [-3.79641383e-02+8.90694286e-19j -2.87171218e-02-4.80079515e-19j
  -3.79641383e-02+1.62176242e-18j ... -9.41593168e-04+4.08665666e-19j
   5.49984096e-03-7.94300383e-19j -6.22821098e-03-3.64425493e-18j]
 [ 2.06729318e-01-2.30356390e-18j  2.06729318e-01+3.70364180e-18j
  -2.87171218e-02+1.14901506e-18j ...  4.44192123e-03-5.72225137e-18j
  -6.22821098e-03+2.93640073e-19j -2.87171218e-02-4.12252847e-18j]]",[0.98578368 0.80138281 0.94788582 0.801304   0.85379391],2
31.227986,0.373786,0.824561,[0.99093093 0.99010563 0.98735423 ... 0.9841333  0.98831998 0.99010563],"[[0.99093093 0.99010563 0.98735423 ... 0.98168434 0.98735423 0.99010563]
 [0.99010563 0.99010563 0.98831998 ... 0.97595526 0.9841333  0.98831998]
 [0.98735423 0.98831998 0.98735423 ... 0.96485924 0.97750442 0.9841333 ]
 ...
 [0.98168434 0.97595526 0.96485924 ... 0.98168434 0.9841333  0.9841333 ]
 [0.98735423 0.9841333  0.97750442 ... 0.9841333  0.98735423 0.98831998]
 [0.99010563 0.98831998 0.9841333  ... 0.9841333  0.98831998 0.99010563]]","[[ 0.76012627+0.00000000e+00j  0.2598492 +4.18516177e-18j
  -0.02307568+4.08587828e-19j ... -0.01429691-5.59058928e-18j
  -0.02307568+2.89384578e-19j  0.2598492 -2.84504657e-18j]
 [ 0.2598492 -3.42077868e-18j  0.01892655+5.65357622e-19j
  -0.02821389-1.86918068e-19j ... -0.02821389-5.55476033e-19j
   0.01892655+1.16770992e-19j  0.2598492 -4.16483126e-18j]
 [-0.02307568+6.52945289e-19j -0.02821389-2.96873039e-18j
   0.00191506-7.56684156e-19j ... -0.02821389+1.70406750e-18j
  -0.02307568+9.24144551e-19j  0.01892655+4.76366509e-18j]
 ...
 [-0.01429691-5.59250184e-18j -0.02821389-2.70872803e-18j
  -0.02821389+8.59100051e-19j ... -0.00104413+1.51608476e-19j
   0.00481193-3.59798136e-19j  0.00407079+2.88816481e-19j]
 [-0.02307568+3.30493816e-19j  0.01892655-2.62648791e-18j
  -0.02307568+5.64117589e-19j ...  0.00481193-1.02642503e-18j
   0.00191506-2.06756221e-19j -0.02821389-4.97204758e-19j]
 [ 0.2598492 -6.30572183e-19j  0.2598492 +1.72866480e-18j
   0.01892655-8.47375035e-19j ...  0.00407079-5.47422493e-18j
  -0.02821389+9.38030628e-19j  0.01892655+4.52813085e-18j]]",[0.9710064  0.6638405  0.87265881 0.66883475 0.76012627],2
25.267759,0.450495,0.777778,[0.97798288 0.97683544 0.97317202 ... 0.9691512  0.97443129 0.97683544],"[[0.97798288 0.97683544 0.97317202 ... 0.96625385 0.97317202 0.97683544]
 [0.97683544 0.97683544 0.97443129 ... 0.95989582 0.9691512  0.97443129]
 [0.97317202 0.97443129 0.97317202 ... 0.94878622 0.96156173 0.9691512 ]
 ...
 [0.96625385 0.95989582 0.94878622 ... 0.96625385 0.9691512  0.9691512 ]
 [0.97317202 0.9691512  0.96156173 ... 0.9691512  0.97317202 0.97443129]
 [0.97683544 0.97443129 0.9691512  ... 0.9691512  0.97443129 0.97683544]]","[[ 8.34807907e-01+0.00000000e+00j  2.21004867e-01+2.72354297e-18j
  -3.32203200e-02+6.40120144e-19j ... -9.86610719e-04-4.26823239e-18j
  -3.32203200e-02+6.39530809e-19j  2.21004867e-01-3.75321917e-18j]
 [ 2.21004867e-01+5.48901042e-18j -1.36944905e-02-3.24185565e-18j
  -1.22706558e-02+6.43772495e-19j ... -1.22706558e-02-3.98033101e-19j
  -1.36944905e-02+4.88047448e-20j  2.21004867e-01-1.97597887e-18j]
 [-3.32203200e-02+7.13255889e-19j -1.22706558e-02+2.74901730e-18j
   4.89141180e-03+6.54754734e-19j ... -1.22706558e-02+5.90427444e-20j
  -3.32203200e-02+2.29928200e-19j -1.36944905e-02+6.11801926e-18j]
 ...
 [-9.86610719e-04-7.05753128e-18j -1.22706558e-02+1.49794744e-18j
  -1.22706558e-02+1.14173026e-18j ... -8.04881472e-04+6.02743295e-19j
   3.76085532e-04+4.70547364e-19j  4.72804322e-03-1.42835248e-17j]
 [-3.32203200e-02+3.73669145e-19j -1.36944905e-02-3.64183106e-18j
  -3.32203200e-02+1.37337923e-19j ...  3.76085532e-04+1.03242993e-19j
   4.89141180e-03+5.65562333e-19j -1.22706558e-02-2.89145987e-18j]
 [ 2.21004867e-01-3.36687289e-18j  2.21004867e-01+6.22967170e-18j
  -1.36944905e-02+4.70928955e-19j ...  4.72804322e-03-4.02236345e-18j
  -1.22706558e-02+4.33860113e-19j -1.36944905e-02+1.70989838e-18j]]",[0.98572615 0.7668412  0.93210524 0.76895286 0.83480791],2
23.119144,0.361111,0.777778,[0.94073717 0.93759622 0.92753513 ... 0.9164844  0.93099692 0.93759622],"[[0.94073717 0.93759622 0.92753513 ... 0.90854823 0.92753513 0.93759622]
 [0.93759622 0.93759622 0.93099692 ... 0.89128286 0.9164844  0.93099692]
 [0.92753513 0.93099692 0.92753513 ... 0.86186325 0.89577836 0.9164844 ]
 ...
 [0.90854823 0.89128286 0.86186325 ... 0.90854823 0.9164844  0.9164844 ]
 [0.92753513 0.9164844  0.89577836 ... 0.9164844  0.92753513 0.93099692]
 [0.93759622 0.93099692 0.9164844  ... 0.9164844  0.93099692 0.93759622]]","[[ 8.25292464e-01+0.00000000e+00j  2.27747626e-01+3.40837274e-18j
  -1.73751693e-03+3.65226603e-20j ... -8.74020406e-03-5.16308779e-18j
  -1.73751693e-03+1.35352984e-19j  2.27747626e-01-3.20801428e-18j]
 [ 2.27747626e-01+2.02456069e-18j  2.88604036e-02+3.25008660e-19j
  -1.32720868e-02-4.61301056e-19j ... -1.32720868e-02-8.43291059e-19j
   2.88604036e-02-1.81034387e-19j  2.27747626e-01-2.61554221e-19j]
 [-1.73751693e-03+3.10453155e-20j -1.32720868e-02-2.39077997e-18j
  -2.37085961e-03+1.09621862e-19j ... -1.32720868e-02+1.14179418e-18j
  -1.73751693e-03+1.00528581e-19j  2.88604036e-02-9.16708424e-19j]
 ...
 [-8.74020406e-03-1.80858271e-19j -1.32720868e-02-1.84273905e-18j
  -1.32720868e-02+9.91174534e-19j ...  2.90884332e-04+7.81065994e-19j
   1.23734223e-03+3.70852870e-19j -1.16251335e-03-5.03340987e-18j]
 [-1.73751693e-03+3.91013430e-20j  2.88604036e-02-1.68525369e-18j
  -1.73751693e-03+1.03585920e-19j ...  1.23734223e-03-9.73633244e-19j
  -2.37085961e-03-6.54420151e-20j -1.32720868e-02+1.39950196e-18j]
 [ 2.27747626e-01-3.95748746e-18j  2.27747626e-01-1.81728577e-18j
   2.88604036e-02+2.15352988e-20j ... -1.16251335e-03-5.25285178e-18j
  -1.32720868e-02+4.77288793e-19j  2.88604036e-02-1.57644823e-18j]]",[0.96026112 0.69864997 0.90724137 0.71649526 0.82529246],2
