chiN,fA,tau,density_profile,density_image,normalized_fft,dot_product_vector,dot_cluster
23.21573,0.360656,0.583333,[0.91926296 0.91637288 0.90728773 ... 0.89755568 0.91038647 0.91637288],"[[0.91926296 0.91637288 0.90728773 ... 0.89069424 0.90728773 0.91637288]
 [0.91637288 0.91637288 0.91038647 ... 0.87604331 0.89755568 0.91038647]
 [0.90728773 0.91038647 0.90728773 ... 0.85167595 0.87982378 0.89755568]
 ...
 [0.89069424 0.87604331 0.85167595 ... 0.89069424 0.89755568 0.89755568]
 [0.90728773 0.89755568 0.87982378 ... 0.89755568 0.90728773 0.91038647]
 [0.91637288 0.91038647 0.89755568 ... 0.89755568 0.91038647 0.91637288]]","[[ 8.13568521e-01+0.00000000e+00j  2.36075595e-01+4.72260616e-18j
  -1.21306222e-02+2.96438671e-19j ... -5.68102763e-03-3.75565191e-18j
  -1.21306222e-02+3.35729608e-19j  2.36075595e-01-3.59956873e-18j]
 [ 2.36075595e-01+2.62477190e-18j  1.07835330e-02-7.64446915e-19j
  -1.25677535e-02-2.74359567e-19j ... -1.25677535e-02-1.67154031e-18j
   1.07835330e-02-4.48463571e-19j  2.36075595e-01-8.67278976e-19j]
 [-1.21306222e-02+3.31176261e-19j -1.25677535e-02-1.05675408e-18j
   1.27394754e-04+4.05372992e-20j ... -1.25677535e-02-1.00123959e-18j
  -1.21306222e-02+2.57966595e-19j  1.07835330e-02+3.97949074e-19j]
 ...
 [-5.68102763e-03-1.34792772e-18j -1.25677535e-02-2.52585868e-18j
  -1.25677535e-02+3.66502101e-19j ... -9.55038131e-05+1.83623150e-19j
   1.08545323e-03-2.80453999e-19j  9.38817937e-04-8.08912470e-18j]
 [-1.21306222e-02+1.03225476e-19j  1.07835330e-02+1.27572347e-18j
  -1.21306222e-02+2.44907713e-19j ...  1.08545323e-03-2.54627128e-19j
   1.27394754e-04+1.93943215e-20j -1.25677535e-02+7.71780917e-19j]
 [ 2.36075595e-01-4.95683007e-18j  2.36075595e-01+3.92418645e-18j
   1.07835330e-02-5.30977868e-19j ...  9.38817937e-04-4.30648561e-18j
  -1.25677535e-02+6.54840426e-19j  1.07835330e-02-9.99719223e-19j]]",[0.97418518 0.71372772 0.91210061 0.72453715 0.81356852],2
31.277939,0.429204,0.649123,[0.98909986 0.98847636 0.98651073 ... 0.98438945 0.98718238 0.98847636],"[[0.98909986 0.98847636 0.98651073 ... 0.98287913 0.98651073 0.98847636]
 [0.98847636 0.98847636 0.98718238 ... 0.97959822 0.98438945 0.98718238]
 [0.98651073 0.98718238 0.98651073 ... 0.97390589 0.98045373 0.98438945]
 ...
 [0.98287913 0.97959822 0.97390589 ... 0.98287913 0.98438945 0.98438945]
 [0.98651073 0.98438945 0.98045373 ... 0.98438945 0.98651073 0.98718238]
 [0.98847636 0.98718238 0.98438945 ... 0.98438945 0.98718238 0.98847636]]","[[ 0.76587218+0.00000000e+00j  0.2531595 +2.49730390e-18j
  -0.0531068 +4.81208561e-19j ...  0.00490257-5.43902557e-18j
  -0.0531068 +4.59975529e-19j  0.2531595 -2.26151796e-18j]
 [ 0.2531595 +6.83037342e-18j -0.03321093-2.38958168e-18j
  -0.01471156-7.23890374e-19j ... -0.01471156+4.44593635e-19j
  -0.03321093-8.94757132e-19j  0.2531595 +1.84723173e-18j]
 [-0.0531068 +4.75550681e-19j -0.01471156-1.64276734e-18j
   0.01209842-1.52111839e-18j ... -0.01471156+1.32564806e-18j
  -0.0531068 +1.53245069e-18j -0.03321093-1.70638577e-18j]
 ...
 [ 0.00490257-1.29836575e-18j -0.01471156-5.16052462e-18j
  -0.01471156+1.11873256e-18j ... -0.00186213+1.04030089e-18j
  -0.00184144+1.86058627e-19j  0.01060874-4.02957574e-18j]
 [-0.0531068 +2.00316539e-19j -0.03321093+2.84628009e-18j
  -0.0531068 +2.15068783e-18j ... -0.00184144-3.35717344e-19j
   0.01209842-2.26538667e-18j -0.01471156+2.37403019e-18j]
 [ 0.2531595 -9.16404963e-18j  0.2531595 +1.82256479e-18j
  -0.03321093+1.49822526e-18j ...  0.01060874-5.71153845e-18j
  -0.01471156+3.19094577e-19j -0.03321093+2.97536492e-18j]]",[0.99733697 0.74075098 0.90165516 0.72652934 0.76587218],2
15.833383,0.439759,0.971014,[0.99129207 0.99074281 0.98895402 ... 0.98692805 0.98957507 0.99074281],"[[0.99129207 0.99074281 0.98895402 ... 0.9854246  0.98895402 0.99074281]
 [0.99074281 0.99074281 0.98957507 ... 0.98200201 0.98692805 0.98957507]
 [0.98895402 0.98957507 0.98895402 ... 0.9756059  0.98291901 0.98692805]
 ...
 [0.9854246  0.98200201 0.9756059  ... 0.9854246  0.98692805 0.98692805]
 [0.98895402 0.98692805 0.98291901 ... 0.98692805 0.98895402 0.98957507]
 [0.99074281 0.98957507 0.98692805 ... 0.98692805 0.98957507 0.99074281]]","[[ 0.80333975+0.00000000e+00j  0.23744951+3.58854255e-18j
  -0.03995056+9.74026934e-19j ... -0.00368198-4.17047095e-18j
  -0.03995056+1.26019214e-18j  0.23744951-2.45279752e-18j]
 [ 0.23744951+1.88942197e-18j -0.01240029-2.84303442e-19j
  -0.01903915+3.50889128e-20j ... -0.01903915+7.38872598e-19j
  -0.01240029+5.75152554e-20j  0.23744951+3.40497332e-19j]
 [-0.03995056+1.14303017e-18j -0.01903915-9.68584896e-19j
   0.00777712-1.23075561e-19j ... -0.01903915+1.10569363e-18j
  -0.03995056+3.77570609e-19j -0.01240029-8.99882807e-19j]
 ...
 [-0.00368198-2.38038205e-18j -0.01903915+2.91643434e-19j
  -0.01903915+5.82787409e-19j ... -0.00195497+1.25833923e-18j
   0.00136069-5.69931252e-19j  0.00790651-4.70321403e-18j]
 [-0.03995056+7.56738305e-19j -0.01240029+9.35629864e-19j
  -0.03995056+9.78516861e-19j ...  0.00136069+5.55930646e-19j
   0.00777712-3.54905738e-19j -0.01903915+2.19387877e-18j]
 [ 0.23744951-2.29791882e-18j  0.23744951+1.58593668e-18j
  -0.01240029+8.95334385e-19j ...  0.00790651-4.92429450e-18j
  -0.01903915+2.28979930e-18j -0.01240029+7.40808453e-19j]]",[0.98929265 0.74164615 0.91300944 0.73950254 0.80333975],2
16.560763,0.346535,0.875,[0.86486162 0.85897636 0.84062988 ... 0.82133135 0.84685677 0.85897636],"[[0.86486162 0.85897636 0.84062988 ... 0.80799416 0.84062988 0.85897636]
 [0.85897636 0.85897636 0.84685677 ... 0.78037569 0.82133135 0.84685677]
 [0.84062988 0.84685677 0.84062988 ... 0.73724122 0.78738927 0.82133135]
 ...
 [0.80799416 0.78037569 0.73724122 ... 0.80799416 0.82133135 0.82133135]
 [0.84062988 0.82133135 0.78738927 ... 0.82133135 0.84062988 0.84685677]
 [0.85897636 0.84685677 0.82133135 ... 0.82133135 0.84685677 0.85897636]]","[[ 8.85754145e-01+0.00000000e+00j  1.84239082e-01+1.38671945e-18j
   1.47936668e-02-5.76392179e-19j ... -4.46097767e-03-4.13691711e-18j
   1.47936668e-02-7.05907845e-20j  1.84239082e-01-2.94454504e-19j]
 [ 1.84239082e-01-1.29750877e-18j  4.09657343e-02+5.19569697e-19j
  -3.73290506e-03-6.24153958e-20j ... -3.73290506e-03-1.33389770e-18j
   4.09657343e-02-1.25033361e-18j  1.84239082e-01+2.92464723e-18j]
 [ 1.47936668e-02-4.49175884e-19j -3.73290506e-03-1.19856335e-18j
  -2.69829319e-03+4.44315551e-19j ... -3.73290506e-03-3.68646588e-19j
   1.47936668e-02-1.55953987e-18j  4.09657343e-02+3.44388146e-18j]
 ...
 [-4.46097767e-03-5.62571063e-18j -3.73290506e-03-3.46905018e-18j
  -3.73290506e-03+2.45565113e-19j ...  1.67013702e-04+1.31712815e-18j
  -2.05468378e-04-7.08472414e-19j -2.17250147e-03-9.87721085e-18j]
 [ 1.47936668e-02-4.93856147e-19j  4.09657343e-02+1.41567630e-18j
   1.47936668e-02-5.57384657e-19j ... -2.05468378e-04-1.08356043e-19j
  -2.69829319e-03-1.54582947e-19j -3.73290506e-03-3.15630212e-18j]
 [ 1.84239082e-01+2.25270488e-19j  1.84239082e-01+1.24550990e-18j
   4.09657343e-02-8.34637874e-19j ... -2.17250147e-03-3.70214645e-18j
  -3.73290506e-03+2.89429846e-19j  4.09657343e-02-1.68062829e-18j]]",[0.93134725 0.72672065 0.92646987 0.75819966 0.88575415],2
33.691411,0.427966,0.581818,[0.99280549 0.99234548 0.99089508 ... 0.98933056 0.99139065 0.99234548],"[[0.99280549 0.99234548 0.99089508 ... 0.98821755 0.99089508 0.99234548]
 [0.99234548 0.99234548 0.99139065 ... 0.98580312 0.98933056 0.99139065]
 [0.99089508 0.99139065 0.99089508 ... 0.98162264 0.98643234 0.98933056]
 ...
 [0.98821755 0.98580312 0.98162264 ... 0.98821755 0.98933056 0.98933056]
 [0.99089508 0.98933056 0.98643234 ... 0.98933056 0.99089508 0.99139065]
 [0.99234548 0.99139065 0.98933056 ... 0.98933056 0.99139065 0.99234548]]","[[ 0.74899575+0.00000000e+00j  0.25871298-1.24349836e-18j
  -0.05948024+3.23824643e-19j ...  0.00713668-5.42643383e-18j
  -0.05948024+9.00580788e-19j  0.25871298-5.00637030e-18j]
 [ 0.25871298+4.14857469e-18j -0.03795922+3.03033702e-18j
  -0.0157408 +6.05002222e-19j ... -0.0157408 +2.47536958e-18j
  -0.03795922-6.80307151e-19j  0.25871298+1.08360110e-17j]
 [-0.05948024-1.01217897e-19j -0.0157408 +2.56341317e-18j
   0.01527603+3.37530312e-21j ... -0.0157408 +1.82588138e-18j
  -0.05948024+4.39999375e-19j -0.03795922+4.58376233e-18j]
 ...
 [ 0.00713668-5.49156030e-18j -0.0157408 +2.00323867e-18j
  -0.0157408 +4.66907647e-19j ... -0.00234813+9.63668189e-19j
  -0.00313757+2.92101492e-18j  0.01318378-6.13942944e-20j]
 [-0.05948024+1.62885729e-19j -0.03795922+9.53378587e-19j
  -0.05948024+1.46659192e-18j ... -0.00313757+1.79966599e-18j
   0.01527603+2.28076247e-19j -0.0157408 -2.39994228e-18j]
 [ 0.25871298-4.57551068e-18j  0.25871298-1.47899701e-18j
  -0.03795922+7.29931229e-20j ...  0.01318378-6.53909135e-18j
  -0.0157408 +2.42636934e-18j -0.03795922-1.72237687e-19j]]",[0.99792649 0.73426141 0.8922607  0.71600956 0.74899575],2
32.229302,0.491525,0.533333,[0.99481025 0.99448561 0.99346953 ... 0.99238554 0.99381545 0.99448561],"[[0.99481025 0.99448561 0.99346953 ... 0.99162195 0.99346953 0.99448561]
 [0.99448561 0.99448561 0.99381545 ... 0.98998628 0.99238554 0.99381545]
 [0.99346953 0.99381545 0.99346953 ... 0.98722147 0.99040958 0.99238554]
 ...
 [0.99162195 0.98998628 0.98722147 ... 0.99162195 0.99238554 0.99238554]
 [0.99346953 0.99238554 0.99040958 ... 0.99238554 0.99346953 0.99381545]
 [0.99448561 0.99381545 0.99238554 ... 0.99238554 0.99381545 0.99448561]]","[[ 7.90955248e-01+0.00000000e+00j  2.31925029e-01+1.34196459e-18j
  -6.52177617e-02+8.19030789e-19j ...  1.75098332e-02-4.38031939e-18j
  -6.52177617e-02+1.57314778e-18j  2.31925029e-01-1.94987711e-18j]
 [ 2.31925029e-01+2.63143017e-18j -5.93828510e-02-4.14195981e-18j
  -1.37461423e-04-1.64676850e-19j ... -1.37461423e-04+1.80530618e-18j
  -5.93828510e-02+2.36104578e-19j  2.31925029e-01-6.83435382e-19j]
 [-6.52177617e-02+1.08140389e-18j -1.37461423e-04+1.51676452e-19j
   1.31647066e-02-4.46943574e-19j ... -1.37461423e-04-1.99490589e-19j
  -6.52177617e-02+1.51909172e-18j -5.93828510e-02-1.84077628e-18j]
 ...
 [ 1.75098332e-02-3.58118928e-18j -1.37461423e-04+2.73092212e-18j
  -1.37461423e-04+5.22104939e-19j ...  1.09332536e-03-2.81710907e-19j
  -6.97075951e-03+2.93385526e-18j  8.51304820e-03-1.64906195e-18j]
 [-6.52177617e-02+2.23289778e-18j -5.93828510e-02+4.40842802e-18j
  -6.52177617e-02+6.10960587e-19j ... -6.97075951e-03+1.24990676e-18j
   1.31647066e-02-3.21057253e-19j -1.37461423e-04-5.73807027e-19j]
 [ 2.31925029e-01-5.13941008e-18j  2.31925029e-01-3.55195426e-19j
  -5.93828510e-02+1.35141540e-18j ...  8.51304820e-03-4.22183466e-18j
  -1.37461423e-04-3.25457333e-19j -5.93828510e-02+2.70532349e-18j]]",[0.99830778 0.79875359 0.92473192 0.77539717 0.79095525],2
19.218337,0.43956,0.893939,[0.98223734 0.98112338 0.97746491 ... 0.97328415 0.97873955 0.98112338],"[[0.98223734 0.98112338 0.97746491 ... 0.97017252 0.97746491 0.98112338]
 [0.98112338 0.98112338 0.97873955 ... 0.96309243 0.97328415 0.97873955]
 [0.97746491 0.97873955 0.97746491 ... 0.95002483 0.9649817  0.97328415]
 ...
 [0.97017252 0.96309243 0.95002483 ... 0.97017252 0.97328415 0.97328415]
 [0.97746491 0.97328415 0.9649817  ... 0.97328415 0.97746491 0.97873955]
 [0.98112338 0.97873955 0.97328415 ... 0.97328415 0.97873955 0.98112338]]","[[ 8.46278855e-01+0.00000000e+00j  2.14272158e-01+4.24807471e-18j
  -2.06879730e-02+4.91777107e-19j ... -8.28336605e-03-2.85282875e-18j
  -2.06879730e-02+6.49453146e-19j  2.14272158e-01-3.62430162e-18j]
 [ 2.14272158e-01+3.19055276e-18j  1.12940459e-02+1.97129895e-18j
  -1.88548494e-02-5.36375720e-19j ... -1.88548494e-02+6.21130707e-19j
   1.12940459e-02-6.34568895e-19j  2.14272158e-01-3.15060188e-18j]
 [-2.06879730e-02+6.39704761e-19j -1.88548494e-02+1.30585202e-19j
   1.99343629e-03-5.53433904e-20j ... -1.88548494e-02+1.54655118e-18j
  -2.06879730e-02+2.10727698e-19j  1.12940459e-02+3.77309736e-19j]
 ...
 [-8.28336605e-03-1.05674799e-18j -1.88548494e-02-3.41024735e-18j
  -1.88548494e-02+8.28224314e-19j ... -6.18354268e-04+1.02492296e-19j
   2.32578987e-03-3.91166974e-19j  3.05678606e-03-4.35469314e-18j]
 [-2.06879730e-02+3.06865203e-19j  1.12940459e-02-3.40077986e-18j
  -2.06879730e-02+5.43048228e-19j ...  2.32578987e-03-2.84701615e-19j
   1.99343629e-03-5.63196677e-20j -1.88548494e-02+7.81003458e-19j]
 [ 2.14272158e-01-5.68890668e-18j  2.14272158e-01+3.34736305e-18j
   1.12940459e-02-4.27685789e-19j ...  3.05678606e-03-3.65040563e-18j
  -1.88548494e-02+8.96723558e-19j  1.12940459e-02-1.49580065e-18j]]",[0.97086702 0.74123862 0.92373621 0.75396634 0.84627886],2
26.112406,0.387755,0.866667,[0.99165096 0.99088492 0.9882972  ... 0.9852087  0.98921123 0.99088492],"[[0.99165096 0.99088492 0.9882972  ... 0.98282281 0.9882972  0.99088492]
 [0.99088492 0.99088492 0.98921123 ... 0.97713955 0.9852087  0.98921123]
 [0.9882972  0.98921123 0.9882972  ... 0.96582765 0.9786903  0.9852087 ]
 ...
 [0.98282281 0.97713955 0.96582765 ... 0.98282281 0.9852087  0.9852087 ]
 [0.9882972  0.9852087  0.9786903  ... 0.9852087  0.9882972  0.98921123]
 [0.99088492 0.98921123 0.9852087  ... 0.9852087  0.98921123 0.99088492]]","[[ 7.87418216e-01+0.00000000e+00j  2.45477874e-01+1.12869036e-18j
  -1.69591961e-02+6.90984246e-19j ... -1.61047802e-02-4.36449659e-18j
  -1.69591961e-02+4.64539618e-19j  2.45477874e-01-1.35230055e-18j]
 [ 2.45477874e-01-2.61465857e-18j  2.75868156e-02-1.61407030e-18j
  -2.85010818e-02-3.56296642e-19j ... -2.85010818e-02-3.71182120e-19j
   2.75868156e-02-7.28256095e-19j  2.45477874e-01-1.92737411e-18j]
 [-1.69591961e-02+3.92507741e-19j -2.85010818e-02-4.17454915e-18j
   3.27352163e-05+3.66283958e-20j ... -2.85010818e-02+2.39178940e-18j
  -1.69591961e-02+5.79581170e-19j  2.75868156e-02-4.85250729e-18j]
 ...
 [-1.61047802e-02-3.48450944e-18j -2.85010818e-02+2.35157215e-18j
  -2.85010818e-02+1.61948785e-18j ... -4.51535781e-04+1.00905884e-18j
   5.09237695e-03-7.41473329e-19j  2.39770210e-03-1.17008722e-18j]
 [-1.69591961e-02+4.67533319e-19j  2.75868156e-02+4.72139707e-18j
  -1.69591961e-02+9.68988077e-19j ...  5.09237695e-03-4.52890327e-19j
   3.27352163e-05+8.91626782e-20j -2.85010818e-02+4.31948639e-18j]
 [ 2.45477874e-01+4.21089132e-18j  2.45477874e-01-4.08946010e-18j
   2.75868156e-02-2.83708284e-19j ...  2.39770210e-03-3.99082590e-18j
  -2.85010818e-02+5.87636863e-19j  2.75868156e-02+7.29950007e-19j]]",[0.96486054 0.67323627 0.88268354 0.68463014 0.78741822],2
20.58003,0.390625,0.885246,[0.9822103  0.98089479 0.97649496 ... 0.97134191 0.97804071 0.98089479],"[[0.9822103  0.98089479 0.97649496 ... 0.96743639 0.97649496 0.98089479]
 [0.98089479 0.98089479 0.97804071 ... 0.9583704  0.97134191 0.97804071]
 [0.97649496 0.97804071 0.97649496 ... 0.94116531 0.96080976 0.97134191]
 ...
 [0.96743639 0.9583704  0.94116531 ... 0.96743639 0.97134191 0.97134191]
 [0.97649496 0.97134191 0.96080976 ... 0.97134191 0.97649496 0.97804071]
 [0.98089479 0.97804071 0.97134191 ... 0.97134191 0.97804071 0.98089479]]","[[ 8.13458934e-01+0.00000000e+00j  2.32787575e-01+1.65509257e-18j
  -9.70425349e-03+8.47974846e-20j ... -1.37796588e-02-5.54692900e-18j
  -9.70425349e-03+8.93761268e-20j  2.32787575e-01-3.11560830e-18j]
 [ 2.32787575e-01-9.10357894e-19j  2.91944095e-02-1.09076518e-18j
  -2.23496284e-02-4.91687134e-19j ... -2.23496284e-02-1.02606683e-18j
   2.91944095e-02-8.83788829e-19j  2.32787575e-01+1.54055425e-18j]
 [-9.70425349e-03+1.98929120e-19j -2.23496284e-02-1.59880245e-18j
  -1.80378531e-03-8.22870237e-21j ... -2.23496284e-02+5.85807401e-19j
  -9.70425349e-03+4.40548438e-19j  2.91944095e-02+9.04553382e-19j]
 ...
 [-1.37796588e-02-6.62426432e-18j -2.23496284e-02-4.88533500e-19j
  -2.23496284e-02-1.36452970e-19j ...  1.73861821e-04+7.01378547e-19j
   3.39004048e-03-7.72729331e-19j  1.84303882e-04-6.71298590e-18j]
 [-9.70425349e-03+2.61018974e-19j  2.91944095e-02-1.76164065e-18j
  -9.70425349e-03+4.09677065e-19j ...  3.39004048e-03-2.13357163e-18j
  -1.80378531e-03-5.58679176e-20j -2.23496284e-02+8.66678839e-19j]
 [ 2.32787575e-01-6.77159204e-19j  2.32787575e-01+3.24696461e-18j
   2.91944095e-02-1.12682810e-19j ...  1.84303882e-04-5.95378805e-18j
  -2.23496284e-02+1.90403445e-18j  2.91944095e-02-7.43835444e-19j]]",[0.96202939 0.6902198  0.89784504 0.70605536 0.81345893],2
30.832412,0.533019,0.656716,[0.99335199 0.99298951 0.99185422 ... 0.99064287 0.9922408  0.99298951],"[[0.99335199 0.99298951 0.99185422 ... 0.98979049 0.99185422 0.99298951]
 [0.99298951 0.99298951 0.9922408  ... 0.98796776 0.99064287 0.9922408 ]
 [0.99185422 0.9922408  0.99185422 ... 0.98490327 0.98843817 0.99064287]
 ...
 [0.98979049 0.98796776 0.98490327 ... 0.98979049 0.99064287 0.99064287]
 [0.99185422 0.99064287 0.98843817 ... 0.99064287 0.99185422 0.9922408 ]
 [0.99298951 0.9922408  0.99064287 ... 0.99064287 0.9922408  0.99298951]]","[[ 0.83208742+0.00000000e+00j  0.20854235+7.40952322e-18j
  -0.05739893+1.49812824e-18j ...  0.01714772-4.91468931e-18j
  -0.05739893+2.24709971e-18j  0.20854235-3.04596660e-18j]
 [ 0.20854235+1.29857246e-18j -0.0625047 -7.57238673e-19j
   0.00646763+1.16912217e-18j ...  0.00646763+1.49882172e-18j
  -0.0625047 +6.66869687e-19j  0.20854235+2.39634373e-18j]
 [-0.05739893+1.16559528e-18j  0.00646763-1.12693980e-18j
   0.00781694+1.30742545e-19j ...  0.00646763+7.13133112e-19j
  -0.05739893+4.61440219e-18j -0.0625047 +2.06160947e-18j]
 ...
 [ 0.01714772-5.36520695e-18j  0.00646763+1.82289766e-18j
   0.00646763-2.84492564e-19j ...  0.00172788+7.72194318e-19j
  -0.00520495+1.16117432e-18j  0.00358547-3.47857795e-18j]
 [-0.05739893+9.41701997e-19j -0.0625047 +7.84352223e-19j
  -0.05739893+1.79958939e-18j ... -0.00520495+1.36042161e-18j
   0.00781694-8.43680382e-20j  0.00646763-2.70644056e-19j]
 [ 0.20854235-1.67939195e-18j  0.20854235-1.02624686e-18j
  -0.0625047 +1.85578384e-18j ...  0.00358547-5.07366662e-18j
   0.00646763+6.49401823e-19j -0.0625047 -9.48491869e-21j]]",[0.99072899 0.83384641 0.94850454 0.8158635  0.83208742],2
24.287451,0.420792,0.803279,[0.97489342 0.97344047 0.96873984 ... 0.96348984 0.97036552 0.97344047],"[[0.97489342 0.97344047 0.96873984 ... 0.95965855 0.96873984 0.97344047]
 [0.97344047 0.97344047 0.97036552 ... 0.95114143 0.96348984 0.97036552]
 [0.96873984 0.97036552 0.96873984 ... 0.93600551 0.95338635 0.96348984]
 ...
 [0.95965855 0.95114143 0.93600551 ... 0.95965855 0.96348984 0.96348984]
 [0.96873984 0.96348984 0.95338635 ... 0.96348984 0.96873984 0.97036552]
 [0.97344047 0.97036552 0.96348984 ... 0.96348984 0.97036552 0.97344047]]","[[ 8.29523703e-01+0.00000000e+00j  2.25417853e-01+2.22295119e-18j
  -2.30007461e-02+4.88277351e-19j ... -6.19329285e-03-4.71780761e-18j
  -2.30007461e-02+5.79665456e-19j  2.25417853e-01-1.94973200e-18j]
 [ 2.25417853e-01+2.42494789e-18j  5.05451600e-03-1.43056125e-18j
  -1.63210296e-02-5.07345324e-19j ... -1.63210296e-02+1.59339570e-19j
   5.05451600e-03+2.18404808e-19j  2.25417853e-01+4.43604813e-18j]
 [-2.30007461e-02+8.14596666e-19j -1.63210296e-02+7.70773469e-20j
   2.28122481e-03-1.35597903e-18j ... -1.63210296e-02+1.34973979e-18j
  -2.30007461e-02+1.93774249e-18j  5.05451600e-03-8.88275799e-19j]
 ...
 [-6.19329285e-03-3.23432270e-18j -1.63210296e-02-1.48730103e-18j
  -1.63210296e-02+2.05964125e-18j ... -5.73088400e-04+9.91490207e-19j
   1.67846487e-03-3.86449504e-19j  3.04716692e-03-2.88567449e-18j]
 [-2.30007461e-02+8.07901360e-19j  5.05451600e-03-8.93338655e-19j
  -2.30007461e-02+1.49687878e-18j ...  1.67846487e-03-2.47182397e-19j
   2.28122481e-03-8.64532275e-19j -1.63210296e-02+4.25866294e-19j]
 [ 2.25417853e-01-2.05091519e-18j  2.25417853e-01-1.47780852e-18j
   5.05451600e-03+4.10760780e-19j ...  3.04716692e-03-4.09030813e-18j
  -1.63210296e-02+2.54754481e-19j  5.05451600e-03-4.51532428e-19j]]",[0.97748328 0.73689743 0.9203104  0.74509431 0.8295237 ],2
25.472262,0.427835,0.84127,[0.98762736 0.98672968 0.98377718 ... 0.98039247 0.98480674 0.98672968],"[[0.98762736 0.98672968 0.98377718 ... 0.97786419 0.98377718 0.98672968]
 [0.98672968 0.98672968 0.98480674 ... 0.97208166 0.98039247 0.98480674]
 [0.98377718 0.98480674 0.98377718 ... 0.96129512 0.97362965 0.98039247]
 ...
 [0.97786419 0.97208166 0.96129512 ... 0.97786419 0.98039247 0.98039247]
 [0.98377718 0.98039247 0.97362965 ... 0.98039247 0.98377718 0.98480674]
 [0.98672968 0.98480674 0.98039247 ... 0.98039247 0.98480674 0.98672968]]","[[ 0.8201141 +0.00000000e+00j  0.2296017 +2.99343386e-19j
  -0.0278144 +9.76092880e-19j ... -0.00784364-4.62959937e-18j
  -0.0278144 +9.84667941e-19j  0.2296017 -3.28569476e-19j]
 [ 0.2296017 -6.17956724e-19j  0.00665389-1.10052317e-18j
  -0.02082055+8.46896030e-22j ... -0.02082055+3.46142044e-19j
   0.00665389-1.14568368e-19j  0.2296017 +6.47069781e-18j]
 [-0.0278144 +4.17447992e-19j -0.02082055-4.54870355e-19j
   0.00385392-1.13340996e-18j ... -0.02082055-3.05169909e-19j
  -0.0278144 +1.28951093e-18j  0.00665389+2.01394652e-18j]
 ...
 [-0.00784364-3.02354507e-18j -0.02082055-8.60945687e-19j
  -0.02082055+2.03240240e-18j ... -0.00111688-1.07703133e-18j
   0.00250053+3.52627729e-19j  0.00474468-2.24785228e-18j]
 [-0.0278144 +3.02699816e-19j  0.00665389+3.36900337e-19j
  -0.0278144 +1.89622500e-18j ...  0.00250053-3.83158436e-19j
   0.00385392-6.41000807e-19j -0.02082055-2.24181807e-19j]
 [ 0.2296017 -2.39341930e-19j  0.2296017 -4.80481065e-18j
   0.00665389-4.84332509e-19j ...  0.00474468-4.22686740e-18j
  -0.02082055+1.24332056e-18j  0.00665389-2.00718446e-18j]]",[0.97844618 0.7289139  0.91270646 0.73519834 0.8201141 ],2
21.492086,0.44382,0.910448,[0.99324073 0.99272207 0.99100308 ... 0.98900615 0.99160491 0.99272207],"[[0.99324073 0.99272207 0.99100308 ... 0.98749376 0.99100308 0.99272207]
 [0.99272207 0.99272207 0.99160491 ... 0.98396892 0.98900615 0.99160491]
 [0.99100308 0.99160491 0.99100308 ... 0.9771434  0.98492364 0.98900615]
 ...
 [0.98749376 0.98396892 0.9771434  ... 0.98749376 0.98900615 0.98900615]
 [0.99100308 0.98900615 0.98492364 ... 0.98900615 0.99100308 0.99160491]
 [0.99272207 0.99160491 0.98900615 ... 0.98900615 0.99160491 0.99272207]]","[[ 0.82165562+0.00000000e+00j  0.22733348+2.19939321e-18j
  -0.03194494+3.75481290e-19j ... -0.00831345-3.34963640e-18j
  -0.03194494+3.34432745e-19j  0.22733348-2.38443297e-18j]
 [ 0.22733348+4.23214241e-18j  0.00386615+2.35029780e-18j
  -0.0239163 +2.38839582e-19j ... -0.0239163 +1.00327017e-18j
   0.00386615+2.85467968e-20j  0.22733348+2.74237407e-18j]
 [-0.03194494+8.81470281e-19j -0.0239163 +2.94857011e-19j
   0.00609924+1.56417276e-19j ... -0.0239163 +1.46091759e-18j
  -0.03194494+4.80834739e-19j  0.00386615+6.63288027e-19j]
 ...
 [-0.00831345-5.96091378e-18j -0.0239163 +4.29531659e-20j
  -0.0239163 +1.53924307e-18j ... -0.00193358+1.07203172e-18j
   0.00301328-3.63897260e-19j  0.00702664-8.26711019e-18j]
 [-0.03194494+4.39912403e-19j  0.00386615+3.18713732e-18j
  -0.03194494+1.08794004e-18j ...  0.00301328-1.72016931e-20j
   0.00609924+7.78757100e-20j -0.0239163 -1.89634402e-18j]
 [ 0.22733348-3.80561008e-18j  0.22733348+3.82199806e-18j
   0.00386615-2.10029951e-19j ...  0.00702664-3.87356481e-18j
  -0.0239163 +3.41496722e-20j  0.00386615-2.82065532e-18j]]",[0.97953719 0.73347528 0.91320669 0.73962679 0.82165562],2
