key,L
25.739586_0.261364_0.514286,1.532794136
33.132219_0.414286_0.762712,1.7265557219
20.142370_0.422131_0.528302,1.5622417483
25.463242_0.385246_0.560000,1.6105919448
26.698448_0.483333_0.869565,1.997980238
33.075112_0.500000_0.945205,2.6699030024
27.535301_0.480769_0.718750,1.6858419827
28.053268_0.513889_0.646154,1.7074823948
20.956555_0.394495_0.732143,1.5198307107
27.143743_0.415000_0.819672,1.7978767344
26.863254_0.376106_0.698113,1.5667919446
17.946278_0.475000_0.972222,2.4835587518
33.841116_0.504854_0.712121,1.8079469344
26.779739_0.376000_0.520833,1.6495734035
31.360812_0.527778_0.636364,1.8027759431
15.367044_0.359375_0.915254,2.0018897848
25.507840_0.505495_0.842857,1.8613668111
25.744801_0.389381_0.685185,1.573917474
20.641697_0.493750_0.958904,2.4709920113
32.914470_0.530120_0.905405,2.3524249626
19.000025_0.396907_0.868852,1.9893715464
28.670389_0.471429_0.714286,1.7113202985
29.565590_0.453125_0.830769,1.8325883697
30.636778_0.386364_0.727273,1.685657157
26.101621_0.372951_0.571429,1.5930990198
33.204567_0.505155_0.779412,1.7904201016
25.839768_0.475000_0.769231,1.6898508125
29.475345_0.395161_0.520000,1.7034223499
28.322278_0.431034_0.940299,2.440936522
16.786131_0.441860_0.941176,2.1279586571
23.495952_0.353659_0.574468,1.5218817946
33.035143_0.460000_0.781250,1.7571464252
28.304814_0.482759_0.900000,2.2922796802
32.650982_0.450495_0.777778,1.7692511338
33.039465_0.433673_0.825397,1.8185693659
25.446290_0.495050_0.742424,1.6740091839
20.921264_0.407563_0.584906,1.5313062711
30.513078_0.446721_0.509091,1.8051426626
27.581611_0.454545_0.666667,1.682086657
23.083243_0.385714_0.789474,1.6250897993
31.440539_0.412371_0.854839,1.9104254116
27.235222_0.437500_0.754098,1.6668649292
32.238883_0.423077_0.766667,1.7293496746
34.924158_0.461538_0.568966,1.834061597
23.710071_0.378049_0.551020,1.5770890786
21.448190_0.360870_0.686275,1.4662589123
21.834414_0.464286_0.633333,1.567183212
32.041592_0.454545_0.517857,1.835097545
31.191048_0.483193_0.525424,1.8470092575
30.317189_0.412371_0.854839,2.0227462003
22.039887_0.455752_0.627119,1.5641014287
23.117862_0.446721_0.509091,1.693606271
31.036003_0.379808_0.807018,1.7617766446
27.210154_0.418919_0.684211,1.645315298
19.695131_0.372449_0.881356,1.9772258111
34.041236_0.429204_0.649123,1.7424842416
27.804420_0.403409_0.953846,2.5796893996
32.472020_0.521552_0.539683,1.8581174508
22.197317_0.460526_0.610169,1.5625239746
30.430714_0.415000_0.819672,1.7473873465
26.938000_0.341463_0.586957,1.5520014201
23.524325_0.383178_0.767857,1.6262908063
26.328858_0.390625_0.885246,2.0929357915
15.903453_0.384211_0.901639,1.9836950488
28.887566_0.359091_0.754717,1.6618621375
26.368299_0.432432_0.672414,1.6288196932
16.796430_0.316832_0.907407,2.0281934697
27.522277_0.510204_0.764706,1.7170688877
25.486543_0.362832_0.711538,1.5679092795
22.884588_0.370000_0.862069,2.0237779412
25.196074_0.382353_0.607843,1.5489936666
34.858551_0.521978_0.830986,1.847078265
25.031598_0.505882_0.902778,2.0867617223
29.358135_0.418103_0.618182,1.688779958
31.873909_0.478947_0.820896,1.808599575
25.757902_0.351695_0.653061,1.5424337837
24.619395_0.423077_0.907692,2.19193217
28.206079_0.458763_0.815385,1.7759996762
24.005342_0.489011_0.855072,1.9178060554
34.651225_0.514706_0.716418,1.8097174806
27.182976_0.462264_0.709677,1.6857034032
26.907758_0.353211_0.773585,1.6099047526
34.791603_0.482301_0.606557,1.817484021
25.483029_0.345238_0.533333,1.5748143889
19.010090_0.506329_0.959459,2.4233361595
21.378610_0.512500_0.945946,2.4033447023
34.386590_0.479592_0.787879,1.7908104944
32.217952_0.402655_0.672727,1.6616848346
29.273854_0.425532_0.875000,2.0337738037
21.197106_0.375000_0.763636,1.5935677803
27.151703_0.505495_0.842857,1.9425267798
31.319163_0.458333_0.688525,1.7242376859
19.032476_0.519231_0.960000,2.4183885195
22.639751_0.446602_0.758065,1.6134683228
23.530155_0.470588_0.534483,1.6690457497
34.867164_0.470588_0.534483,1.8699631361
30.275398_0.495192_0.707692,1.72650076
17.978065_0.403061_0.852459,1.9072524757
21.014682_0.375000_0.600000,1.499371073
20.942446_0.460000_0.781250,1.7237884105
15.364556_0.396552_0.969231,2.2759316618
27.966434_0.464286_0.633333,1.682086657
17.974840_0.526316_0.973684,2.3697878601
22.770862_0.482759_0.900000,2.3151648156
32.622273_0.520000_0.735294,1.7888316923
21.121900_0.365385_0.821429,1.7149483772
33.212364_0.382353_0.607843,1.7260809444
34.700252_0.457447_0.848485,1.8729397157
19.929203_0.327103_0.826923,1.704472973
26.461999_0.262295_0.700000,1.4834568831
25.072034_0.439759_0.971014,2.5239706002
32.143828_0.470588_0.534483,1.8386021137
30.399473_0.389831_0.615385,1.6910059828
31.084049_0.439759_0.971014,2.477650121
24.864565_0.417476_0.783333,1.6450921375
22.404727_0.532468_0.960526,2.5307205126
29.666788_0.441176_0.774194,1.734296944
27.026018_0.446721_0.509091,1.7487449674
33.043265_0.471429_0.714286,1.7646262187
26.217732_0.341463_0.586957,1.5491586623
33.448498_0.471429_0.714286,1.759417309
27.350630_0.431034_0.940299,2.440936522
32.411383_0.479592_0.787879,1.7703794255
26.815466_0.384615_0.634615,1.6034033621
25.663895_0.422018_0.706897,1.6032751893
30.623213_0.434211_0.631579,1.712572439
25.553884_0.362832_0.711538,1.5669629647
34.850599_0.500000_0.857143,1.9460321485
28.201921_0.469697_0.784615,1.7875581224
30.689130_0.427835_0.841270,1.9240962105
20.609558_0.429204_0.649123,1.5537937768
17.461272_0.423077_0.907692,2.1279586571
33.478411_0.394737_0.666667,1.6929222954
27.077999_0.372951_0.571429,1.5891130708
31.476877_0.554054_0.974359,2.8122664713
34.320582_0.446721_0.509091,1.8729909927
22.968456_0.437500_0.655172,1.5576132791
30.469775_0.430000_0.806452,1.7556864385
27.472173_0.369748_0.620000,1.5881071439
16.990055_0.390625_0.885246,1.9267146805
25.063567_0.350394_0.511111,1.5811653782
32.334944_0.475000_0.517241,1.8470092575
21.692601_0.465217_0.593220,1.5722315545
28.435472_0.446721_0.509091,1.781105743
29.305367_0.489362_0.823529,1.8015665777
17.333306_0.451613_0.863636,1.9254968203
24.734553_0.357143_0.818182,1.7303202938
23.139505_0.463303_0.672131,1.5958517192
33.973654_0.516949_0.516129,1.9213175848
24.466229_0.342105_0.720000,1.5541680808
29.280358_0.397541_0.549020,1.7215007521
22.706989_0.459302_0.927536,2.2149043099
18.898248_0.403226_0.904762,2.1095747581
17.299984_0.500000_0.945205,2.2767937291
23.208340_0.424242_0.822581,1.7884285407
22.381004_0.412371_0.854839,1.9240803635
27.520282_0.485714_0.703125,1.6857034032
33.847797_0.391509_0.771930,1.7149656789
31.496307_0.377358_0.785714,1.7009930735
21.973742_0.451923_0.741935,1.6134683228
21.715045_0.336066_0.608696,1.4435168042
20.959947_0.430556_0.711864,1.5288854658
33.380169_0.413636_0.701754,1.7130722257
18.738510_0.349057_0.814815,1.6799592857
33.222166_0.464286_0.800000,1.7692511338
23.193604_0.428571_0.750000,1.6052909833
22.641794_0.314655_0.723404,1.5044127621
27.890669_0.445652_0.878788,2.0329653293
30.944923_0.512048_0.917808,2.3253318417
21.073129_0.383929_0.703704,1.5187943141
20.907779_0.396907_0.868852,1.963974201
26.311432_0.409091_0.836066,1.9235955626
25.332136_0.437500_0.545455,1.6868192073
19.891106_0.428571_0.970588,2.3721278497
27.445763_0.419355_0.500000,1.7553600047
28.157363_0.495327_0.671875,1.7113272907
25.734558_0.413043_0.636364,1.6160896741
26.131240_0.462963_0.971831,2.5239706002
28.263683_0.508850_0.587302,1.764637632
15.039281_0.441860_0.941176,2.1418968138
23.532386_0.405941_0.816667,1.7802275522
20.724135_0.369048_0.510638,1.5409681637
30.664337_0.495050_0.742424,1.7436011344
33.601001_0.468750_0.818182,1.7908104944
28.294460_0.510526_0.797101,1.7178598375
24.784118_0.323009_0.755102,1.5876774164
30.236877_0.469828_0.576271,1.7831356319
24.166422_0.478261_0.583333,1.6645908415
21.220417_0.426471_0.786885,1.6621600306
23.211615_0.351695_0.653061,1.4806235638
26.119645_0.379808_0.807018,1.6915314991
20.182708_0.540000_0.974026,2.4233361595
34.728555_0.432773_0.563636,1.8155859717
28.675680_0.508403_0.508197,1.8188758321
32.965264_0.413793_0.954545,2.5561750417
34.681958_0.420792_0.803279,1.8024259819
33.644302_0.454545_0.911765,2.2760525302
29.585818_0.435897_0.589286,1.7174117956
33.772591_0.491071_0.612903,1.8281988547
23.911882_0.410256_0.611111,1.5917898259
25.068045_0.466102_0.551724,1.7014499942
32.702205_0.394495_0.732143,1.7090168485
31.031408_0.378049_0.551020,1.6776696303
15.616389_0.431034_0.940299,2.1418968138
23.621264_0.376000_0.520833,1.6008694998
27.675357_0.477064_0.661290,1.6980200594
23.043384_0.326772_0.534884,1.46529568
30.586176_0.431034_0.940299,2.477650121
33.907394_0.537037_0.920000,2.3529720319
27.129169_0.437500_0.655172,1.645315298
31.313124_0.531250_0.933333,2.3400790904
24.129306_0.406250_0.870968,1.922817331
20.031719_0.414634_0.519231,1.5618560773
32.381891_0.534483_0.863014,1.966239574
19.870023_0.400000_0.775862,1.5786629607
25.817073_0.323009_0.755102,1.5902364495
22.806908_0.313953_0.512195,1.5058317815
33.066085_0.516667_0.845070,1.8981455956
29.838073_0.385714_0.789474,1.7392001961
20.664674_0.429752_0.537037,1.5618560773
31.821968_0.513889_0.646154,1.8027759431
28.824978_0.560000_0.961538,2.7522916961
26.687468_0.483333_0.869565,1.9980031412
28.036971_0.415000_0.819672,1.7978767344
34.680301_0.531250_0.771429,1.8179496975
26.144768_0.511236_0.859155,1.9425267798
27.344817_0.418103_0.618182,1.6420062478
32.389540_0.409091_0.836066,1.842357705
23.492784_0.414286_0.762712,1.6162529698
24.572565_0.340517_0.693878,1.518445741
22.843067_0.433673_0.825397,1.7802275522
21.723929_0.430000_0.806452,1.6621600306
34.875620_0.415000_0.819672,1.841151908
24.296805_0.459302_0.927536,2.4006859975
32.161069_0.433673_0.825397,1.8185175128
17.674886_0.506329_0.959459,2.2767937291
19.041175_0.400000_0.937500,2.1882962436
31.677558_0.527174_0.816901,1.832052906
33.195777_0.406593_0.921875,2.21871036
25.030918_0.544304_0.934211,2.2823155941
27.483962_0.424242_0.822581,1.7863510379
34.026466_0.397436_0.622642,1.7507805844
33.003046_0.453125_0.830769,1.8381647172
33.942104_0.548193_0.893333,2.3528200283
21.387869_0.525316_0.946667,2.398417672
22.878180_0.429348_0.892308,2.1991701554
34.361057_0.446602_0.758065,1.7505096991
23.808786_0.457983_0.543860,1.6787220636
23.802526_0.342975_0.617021,1.5302458968
20.749528_0.433333_0.909091,2.1753376478
23.665244_0.383065_0.530612,1.6004480007
