key,L
26.920220_0.702703_0.500000,1.8564949073
19.886355_0.541176_0.878378,1.9254604728
24.510691_0.647059_0.631579,1.6641236929
29.702675_0.567568_0.573529,1.8115227997
32.879438_0.638554_0.837500,1.9195533107
21.678005_0.560606_0.718310,1.6174879794
34.796444_0.566667_0.810811,1.847078265
27.280887_0.703125_0.666667,1.7190832817
25.359861_0.680000_0.892857,2.3902172869
19.963921_0.457983_0.543860,1.5735040845
28.461239_0.725806_0.686747,1.7713652582
26.293678_0.695652_0.941860,2.4060266241
24.227635_0.566667_0.810811,1.8687133731
34.115471_0.685185_0.831325,1.9195533107
33.446783_0.631818_0.547945,1.894747784
34.619012_0.723301_0.580247,1.8506884631
32.364396_0.704545_0.965517,2.8122664713
19.510479_0.611111_0.583333,1.6106582872
31.187565_0.569565_0.522388,1.8581174508
25.627250_0.558824_0.866667,1.9412594839
33.495751_0.656627_0.827160,1.9195533107
15.208994_0.477528_0.884058,1.9254968203
20.297703_0.632075_0.594595,1.6106582872
26.818479_0.540816_0.742857,1.7178598375
24.298249_0.686567_0.965116,2.6855832632
28.791212_0.742857_0.909091,2.6637914936
25.117528_0.721429_0.919540,2.3902172869
30.167272_0.612903_0.750000,1.7618773501
18.347718_0.402439_0.529412,1.5409681637
33.254641_0.694444_0.538462,1.894747784
25.026991_0.635714_0.963855,2.6855832632
20.683203_0.469027_0.616667,1.5625239746
20.872545_0.704545_0.965517,2.5307205126
33.198787_0.696429_0.795181,1.8074382394
30.535871_0.559633_0.602941,1.7979222621
30.345783_0.707792_0.858824,1.9662234038
31.487792_0.639423_0.613333,1.7979222621
32.895149_0.736264_0.702381,1.7768403133
26.457631_0.644737_0.902439,2.4060266241
19.049560_0.517241_0.875000,1.9925390453
17.924235_0.481308_0.682540,1.5288854658
19.202800_0.457983_0.543860,1.5618560773
16.113676_0.664179_0.976471,2.4780258699
22.531675_0.650485_0.618421,1.6172145209
32.796147_0.620000_0.925926,2.3524249626
27.138614_0.717822_0.604938,1.764637632
30.830792_0.589041_0.962500,2.8109149245
34.728767_0.650000_0.759494,1.8211118163
19.773937_0.635714_0.963855,2.5626747418
22.408436_0.647059_0.976190,2.5307205126
28.572341_0.731132_0.543210,1.8564949073
31.687740_0.733333_0.714286,1.7768403133
20.944497_0.527027_0.600000,1.5722315545
19.390026_0.474227_0.803030,1.7237884105
18.933659_0.471429_0.714286,1.5369451977
31.540594_0.543478_0.538462,1.8581174508
23.336794_0.538462_0.515625,1.7084786091
27.213911_0.638393_0.520548,1.764637632
28.669577_0.702703_0.500000,1.8564949073
17.867531_0.480769_0.718750,1.5369451977
33.853804_0.616667_0.779221,1.8211118163
21.048515_0.678571_0.941176,2.5307205126
30.064699_0.760870_0.910112,2.6637914936
31.871123_0.674699_0.817073,1.832052906
23.457290_0.643564_0.644737,1.5968759589
28.750462_0.561798_0.824324,1.7649246289
31.621044_0.670732_0.829268,1.8298511934
25.929822_0.641593_0.506849,1.764637632
23.045146_0.605263_0.925000,2.5307205126
32.622608_0.635922_0.626667,1.8281911542
21.955994_0.635514_0.581081,1.6106582872
28.334301_0.647959_0.675325,1.7190832817
24.904401_0.695652_0.941860,2.6855832632
24.960348_0.550000_0.597015,1.6645908415
22.359411_0.554054_0.974359,2.5307205126
29.494835_0.648148_0.851852,1.8261854218
28.068307_0.561798_0.824324,1.7649246289
32.610961_0.615854_0.860759,1.966239574
30.511733_0.727273_0.848837,1.9662234038
22.737792_0.636842_0.714286,1.6174879794
21.070564_0.469697_0.784615,1.644015014
34.953805_0.756250_0.804598,1.9195533107
20.828712_0.618182_0.555556,1.6106582872
22.273315_0.684211_0.880952,2.2823155941
30.386519_0.703125_0.666667,1.7713652582
18.953373_0.557692_0.935065,2.3155979203
26.866854_0.640845_0.951807,2.6637914936
34.796372_0.704225_0.918605,2.1374040817
26.409045_0.673077_0.867470,2.4060266241
24.895476_0.561947_0.552239,1.7014499942
24.883051_0.736111_0.518519,1.764637632
31.769937_0.640845_0.951807,2.8122664713
30.060480_0.660000_0.903614,2.3321213236
24.892293_0.542105_0.774648,1.6740091839
32.144591_0.638554_0.837500,1.9662234038
33.812099_0.718750_0.977273,2.8122664713
29.405691_0.625000_0.753247,1.7387291248
31.450921_0.548673_0.560606,1.8581174508
23.194429_0.620482_0.848101,2.0003010876
32.228760_0.625000_0.913580,2.1374040817
28.136009_0.628713_0.653333,1.7190832817
28.529871_0.638393_0.520548,1.8564949073
25.665542_0.529661_0.507937,1.7572770145
31.697754_0.678571_0.804878,1.8298511934
25.805723_0.640845_0.951807,2.4060266241
23.197756_0.538462_0.676471,1.5968759589
23.124648_0.528090_0.847222,1.9189154507
32.545552_0.728571_0.555556,1.894747784
26.774135_0.685185_0.831325,1.9425267798
29.552011_0.628571_0.608108,1.7979222621
21.679414_0.619718_0.963415,2.5307205126
21.455202_0.612903_0.750000,1.692352933
21.099026_0.630435_0.975904,2.5626747418
30.519958_0.629630_0.862500,1.9662234038
28.980248_0.536082_0.757143,1.7196194077
25.979294_0.666667_0.841463,1.9412594839
26.487300_0.598592_0.975309,2.6136927696
26.915931_0.611111_0.873418,1.9425267798
34.764058_0.625000_0.794872,1.8211118163
22.966557_0.684211_0.880952,2.2823155941
22.806014_0.635922_0.626667,1.6172145209
28.678077_0.654867_0.500000,1.8564949073
30.756605_0.642857_0.825000,1.8261854218
28.444523_0.706186_0.654321,1.7713652582
33.449487_0.639423_0.613333,1.8281911542
25.054264_0.649533_0.573333,1.764637632
32.464683_0.718750_0.658537,1.8281911542
33.374633_0.542105_0.774648,1.8074382394
26.933517_0.559783_0.794521,1.7649246289
26.460671_0.621359_0.635135,1.7190832817
33.752454_0.725352_0.908046,2.1374040817
28.768522_0.666667_0.928571,2.6637914936
27.757917_0.574324_0.962025,2.6637914936
30.329757_0.668831_0.879518,2.3321213236
33.720390_0.716981_0.550000,1.894747784
18.821401_0.669118_0.964706,2.5626747418
29.305412_0.613402_0.706667,1.7375003258
33.967152_0.657143_0.952381,2.3529720319
33.538890_0.645833_0.939759,2.3524249626
27.937571_0.725962_0.567901,1.764637632
31.167154_0.643750_0.864198,1.9662234038
31.623818_0.706522_0.707317,1.7768403133
34.041323_0.715000_0.617284,1.8281911542
34.704306_0.576087_0.783784,1.8211118163
21.917890_0.601266_0.898734,2.2095330958
30.424265_0.660714_0.814815,1.8261854218
27.831105_0.714286_0.562500,1.764637632
25.326625_0.639241_0.876543,2.2823155941
22.421291_0.675676_0.904762,2.5307205126
30.046118_0.709677_0.695122,1.7713652582
20.969539_0.542857_0.661765,1.5641014287
30.216319_0.640845_0.951807,2.6637914936
30.299205_0.734375_0.650602,1.7713652582
28.587680_0.529412_0.705882,1.7056720829
23.976688_0.702830_0.556962,1.764637632
27.324479_0.520619_0.768116,1.7178598375
25.051512_0.631818_0.547945,1.764637632
33.715838_0.621053_0.723684,1.7888316923
27.948684_0.683099_0.929412,2.6637914936
19.984395_0.634615_0.888889,2.2095330958
21.243459_0.621359_0.635135,1.6172145209
27.483033_0.625000_0.835443,1.8748276722
34.611154_0.731579_0.662651,1.8281911542
31.038879_0.621212_0.680000,1.7715985325
17.668524_0.522727_0.861111,1.9925390453
26.685352_0.695946_0.894118,2.4060266241
24.113009_0.560606_0.718310,1.6174879794
34.266879_0.611765_0.833333,1.9195533107
33.105436_0.715789_0.670732,1.8281911542
18.102342_0.470588_0.534483,1.5618560773
30.231973_0.535000_0.724638,1.7387291248
15.623288_0.583333_0.975000,2.4780258699
32.188323_0.772727_0.933333,2.8122664713
30.194402_0.654867_0.500000,1.8564949073
25.511135_0.538462_0.515625,1.7572770145
19.555315_0.435644_0.790323,1.5965250314
32.153967_0.753165_0.816092,1.9195533107
22.681654_0.635714_0.963855,2.5307205126
21.409524_0.645455_0.540541,1.6106582872
31.694734_0.710843_0.797619,1.8298511934
20.701897_0.541176_0.878378,2.2095330958
20.129713_0.625000_0.794872,1.8123633428
34.801672_0.655172_0.787500,1.8211118163
32.865090_0.628571_0.608108,1.8281911542
25.460101_0.625000_0.753247,1.6663010459
31.917291_0.587912_0.786667,1.8074382394
27.033755_0.620879_0.766234,1.7178598375
32.402545_0.615854_0.860759,1.9662234038
29.045920_0.621622_0.541667,1.8564949073
19.822124_0.465217_0.593220,1.5722315545
26.555980_0.542857_0.661765,1.7074823948
20.557325_0.592593_0.884615,2.2095330958
30.162905_0.633721_0.810127,1.8261854218
30.428063_0.571429_0.935897,2.4542924905
28.356070_0.586207_0.828947,1.7649246289
25.589323_0.711009_0.518987,1.764637632
33.974285_0.743902_0.790698,1.8211118163
31.136252_0.650000_0.759494,1.7618773501
28.525997_0.736111_0.518519,1.8564949073
34.865642_0.736264_0.702381,1.8097174806
30.094707_0.610577_0.630137,1.7979222621
26.876059_0.548673_0.560606,1.764637632
29.144056_0.625000_0.835443,1.8261854218
27.362080_0.652778_0.560000,1.764637632
33.433196_0.642045_0.784810,1.8074382394
24.720588_0.551282_0.507692,1.7237862534
23.455782_0.574074_0.896104,2.2823155941
33.277653_0.613861_0.662162,1.8281911542
21.484144_0.569565_0.522388,1.6165656374
18.653827_0.461165_0.746032,1.5786629607
34.711311_0.664179_0.976471,2.8122664713
34.860391_0.703488_0.771084,1.8211118163
17.940806_0.571429_0.935897,2.2767937291
29.586960_0.696809_0.691358,1.7713652582
21.105266_0.565421_0.623188,1.5641014287
25.266329_0.630137_0.939024,2.3902172869
16.928799_0.478814_0.542373,1.5618560773
23.166930_0.604167_0.962963,2.5307205126
16.511929_0.582278_0.910256,2.2767937291
20.077960_0.362500_0.612245,1.4772145726
20.608985_0.547170_0.647059,1.5641014287
25.589277_0.557143_0.652174,1.7074823948
29.021007_0.664706_0.802469,1.7958344457
29.065503_0.571429_0.935897,2.6637914936
32.960544_0.647059_0.812500,1.9195533107
24.727736_0.589041_0.962500,2.6855832632
30.172253_0.721429_0.919540,2.6637914936
23.973609_0.684211_0.880952,2.2823155941
29.718970_0.637931_0.797468,1.7958344457
34.526096_0.642857_0.825000,1.9195533107
15.444000_0.630137_0.939024,2.2767937291
18.950123_0.478814_0.542373,1.5618560773
31.677335_0.725610_0.800000,1.8298511934
31.164551_0.695652_0.941860,2.8109149245
34.656205_0.652778_0.560000,1.894747784
17.434756_0.489011_0.855072,1.8515601248
18.687028_0.647059_0.976190,2.5626747418
17.159262_0.568493_0.974684,2.4780258699
33.885166_0.740385_0.560976,1.894747784
25.734030_0.738532_0.506173,1.764637632
29.266836_0.551402_0.632353,1.7640694767
21.651270_0.616279_0.820513,1.9888205742
30.863457_0.716667_0.722892,1.7768403133
21.966175_0.650485_0.618421,1.6172145209
31.822234_0.628866_0.697368,1.7768403133
20.863664_0.574324_0.962025,2.5626747418
19.224366_0.412500_0.566038,1.5313062711
30.278822_0.620690_0.807692,1.8261854218
25.242185_0.638554_0.837500,1.9412594839
30.512940_0.569444_0.608696,1.7979222621
30.626027_0.642202_0.554054,1.8115227997
25.142499_0.669118_0.964706,2.6855832632
31.327328_0.621359_0.635135,1.7882284422
27.940246_0.673913_0.952941,2.6637914936
19.669088_0.671233_0.916667,2.2095330958
24.611079_0.638554_0.837500,1.8687133731
20.202626_0.533333_0.833333,1.8123633428
32.645053_0.647959_0.675325,1.8281911542
15.944039_0.604167_0.962963,2.4780258699
32.692817_0.709677_0.695122,1.7768403133
34.102494_0.737864_0.573171,1.894747784
15.555679_0.506098_0.931507,2.265951036
32.656390_0.687500_0.917647,2.1374040817
23.334717_0.550000_0.821918,1.9189154507
22.657880_0.545455_0.728571,1.6174879794
16.540706_0.605263_0.925000,2.2767937291
25.696452_0.705882_0.600000,1.764637632
34.188652_0.635135_0.926829,2.1374040817
24.241783_0.649351_0.890244,2.2823155941
19.034613_0.369159_0.781818,1.6053304138
30.363324_0.653846_0.605263,1.7979222621
26.173786_0.563953_0.853333,1.9412594839
25.507772_0.571429_0.935897,2.3902172869
30.420141_0.620879_0.766234,1.7618773501
22.631920_0.721429_0.919540,2.5307205126
30.563222_0.558824_0.685714,1.7713652582
26.491890_0.563953_0.853333,1.9425267798
33.106761_0.746154_0.955056,2.8122664713
33.104771_0.606250_0.886076,2.1374040817
28.029570_0.556522_0.530303,1.8564949073
19.539703_0.556522_0.530303,1.6165656374
26.328134_0.730000_0.609756,1.764637632
27.180447_0.531250_0.584615,1.764637632
29.268320_0.615044_0.521127,1.8564949073
24.468996_0.683099_0.929412,2.3902172869
30.677729_0.733333_0.714286,1.7768403133
30.072760_0.647959_0.675325,1.7713652582
26.449132_0.646226_0.586667,1.764637632
23.276263_0.529412_0.705882,1.6174879794
31.064637_0.565789_0.948718,2.8109149245
29.239245_0.643564_0.644737,1.7713652582
24.081887_0.625000_0.875000,2.2823155941
20.818807_0.611111_0.583333,1.6106582872
19.374232_0.544643_0.575758,1.6106582872
23.553185_0.551402_0.632353,1.6172145209
34.623124_0.668605_0.790123,1.8211118163
31.507951_0.727273_0.621951,1.8281911542
17.655868_0.437500_0.545455,1.5618560773
29.715465_0.637363_0.756410,1.7618773501
21.540113_0.551282_0.507692,1.6516751495
27.647538_0.555556_0.617647,1.7190832817
27.866575_0.731343_0.943182,2.6637914936
33.604943_0.713636_0.506329,1.894747784
21.245923_0.658228_0.865854,2.2095330958
24.163027_0.713235_0.942529,2.6855832632
25.934063_0.524752_0.720588,1.6768527553
19.347552_0.640845_0.951807,2.5626747418
31.667589_0.750000_0.943820,2.8122664713
24.250047_0.618182_0.555556,1.764637632
17.951562_0.704545_0.965517,2.4780258699
23.265989_0.606250_0.886076,2.2823155941
34.026376_0.669118_0.964706,2.8122664713
18.767036_0.397196_0.754386,1.5965250314
26.491701_0.565000_0.704225,1.6768527553
29.881756_0.640000_0.657895,1.7713652582
19.960012_0.377119_0.627451,1.4772145726
18.797050_0.419811_0.745763,1.5786629607
31.650186_0.720588_0.592593,1.7979222621
26.948579_0.585526_0.936709,2.4060266241
31.909406_0.761905_0.966667,2.8122664713
32.266135_0.743421_0.850575,2.1374040817
34.676302_0.720588_0.592593,1.8506884631
17.871439_0.528571_0.671642,1.5065491706
30.890577_0.574074_0.896104,2.4542924905
32.155717_0.601266_0.898734,2.2313512922
24.812182_0.640625_0.701299,1.6663010459
34.500280_0.682353_0.792683,1.8211118163
31.930245_0.584337_0.870130,1.9662234038
15.809539_0.378788_0.864407,1.8196843549
29.614864_0.660000_0.903614,2.3321213236
33.817756_0.708955_0.954023,2.8122664713
17.491915_0.483871_0.838235,1.8515601248
26.365039_0.590909_0.815789,1.8748276722
19.389975_0.534483_0.531250,1.6165656374
21.448163_0.601266_0.898734,2.2095330958
18.804066_0.564516_0.780822,1.644015014
22.624160_0.700000_0.882353,2.2823155941
28.645769_0.568966_0.840000,1.8748276722
19.234067_0.531250_0.771429,1.644015014
24.220635_0.535714_0.891892,2.2823155941
16.337236_0.551282_0.507692,1.6165656374
19.700298_0.522727_0.861111,1.9254604728
34.231087_0.611111_0.583333,1.8506884631
25.576812_0.653846_0.878049,2.4060266241
18.800601_0.428571_0.750000,1.5786629607
33.109347_0.648936_0.717949,1.7888316923
24.698905_0.528571_0.671642,1.6372017691
29.958227_0.735294_0.585366,1.7979222621
29.893377_0.541176_0.878378,2.1132694323
21.287544_0.505319_0.811594,1.8123633428
23.383312_0.585526_0.936709,2.5307205126
20.351840_0.585526_0.936709,2.5626747418
17.275943_0.517241_0.875000,1.9254968203
32.561686_0.651515_0.662338,1.8281911542
26.300439_0.723301_0.580247,1.764637632
26.484381_0.537234_0.788732,1.7170688877
23.581477_0.520619_0.768116,1.692352933
20.995935_0.643750_0.864198,2.2095330958
32.206441_0.629213_0.782051,1.8074382394
26.464149_0.616279_0.820513,1.9425267798
28.070668_0.717391_0.931034,2.6637914936
26.312519_0.568966_0.840000,1.9412594839
22.391097_0.571429_0.935897,2.5307205126
19.330505_0.454545_0.796875,1.7237884105
24.459210_0.630137_0.939024,2.3902172869
26.189846_0.636842_0.714286,1.6768527553
28.434496_0.546875_0.760563,1.7196194077
32.134017_0.713636_0.506329,1.894747784
30.358555_0.671233_0.916667,2.6637914936
28.183613_0.649351_0.890244,2.3321213236
26.654673_0.700000_0.783133,1.7178598375
20.565342_0.346774_0.565217,1.5135141948
20.132878_0.560976_0.894737,2.2095330958
22.116959_0.548387_0.791667,1.692352933
28.956302_0.686567_0.965116,2.6637914936
33.222338_0.707792_0.858824,2.1374040817
24.291207_0.582278_0.910256,2.2823155941
20.465925_0.589286_0.857143,2.2095330958
19.399831_0.628440_0.561644,1.6165656374
17.881460_0.565789_0.537313,1.6165656374
20.684813_0.611111_0.873418,2.2095330958
29.505747_0.590909_0.924051,2.3321213236
34.516334_0.608696_0.763158,1.8211118163
34.257442_0.625000_0.875000,2.1374040817
31.075006_0.625000_0.666667,1.7715985325
24.386027_0.560976_0.894737,2.2823155941
25.051197_0.653846_0.605263,1.764637632
24.493361_0.606250_0.886076,2.2823155941
28.843995_0.569307_0.690141,1.7375003258
25.640070_0.634146_0.850000,1.9412594839
31.984491_0.638554_0.837500,1.9662234038
32.047666_0.700000_0.882353,2.1374040817
28.448841_0.547414_0.523077,1.8564949073
19.675362_0.568493_0.974684,2.5626747418
18.789728_0.471429_0.714286,1.5369451977
26.659420_0.644737_0.902439,2.4060266241
33.975336_0.708333_0.906977,2.1374040817
22.264513_0.544304_0.934211,2.5307205126
23.999005_0.633721_0.810127,1.8687133731
34.818919_0.776119_0.922222,2.1374040817
21.171362_0.625000_0.527778,1.6165656374
27.723200_0.611111_0.583333,1.764637632
27.906447_0.711538_0.847059,2.3321213236
31.771071_0.551724_0.851351,1.9662234038
28.195111_0.612360_0.792208,1.7649246289
26.878268_0.530435_0.546875,1.764637632
23.675690_0.557143_0.652174,1.5968759589
26.032162_0.541176_0.878378,1.9412594839
27.477571_0.534483_0.863014,1.9425267798
28.185652_0.625000_0.951220,2.6637914936
20.136622_0.540816_0.742857,1.644015014
17.258841_0.669118_0.964706,2.4780258699
24.766850_0.565789_0.948718,2.3902172869
19.456412_0.541667_0.626866,1.5625239746
20.423018_0.666667_0.928571,2.5626747418
27.319666_0.652174_0.964286,2.6637914936
33.972556_0.718750_0.658537,1.8281911542
25.837613_0.620482_0.848101,1.9412594839
29.970666_0.583333_0.800000,1.7958344457
24.914563_0.664474_0.891566,2.3902172869
25.623391_0.715000_0.617284,1.764637632
25.117793_0.664179_0.976471,2.6855832632
23.978889_0.551402_0.632353,1.6172145209
28.988738_0.645455_0.540541,1.8564949073
29.945809_0.728571_0.555556,1.7979222621
28.723312_0.635135_0.926829,2.6637914936
28.066822_0.615044_0.521127,1.8564949073
32.536173_0.725806_0.686747,1.7768403133
29.263950_0.737500_0.813953,1.8261854218
33.448252_0.753165_0.816092,1.9195533107
32.850193_0.647059_0.812500,1.9195533107
34.160585_0.548544_0.681159,1.8097174806
28.829327_0.696429_0.795181,1.7618773501
17.821968_0.482301_0.606557,1.5722315545
20.848270_0.628440_0.561644,1.6106582872
27.774521_0.711538_0.847059,2.3321213236
33.259739_0.717647_0.773810,1.8211118163
30.031699_0.561947_0.552239,1.8115227997
19.225126_0.446721_0.509091,1.5622417483
27.730306_0.630137_0.939024,2.6637914936
18.273130_0.467742_0.850746,1.8515601248
30.451888_0.717822_0.604938,1.7979222621
32.166490_0.729167_0.896552,2.1374040817
17.142767_0.544643_0.575758,1.6165656374
34.908624_0.620879_0.766234,1.8211118163
34.032496_0.678571_0.941176,2.3529720319
26.004499_0.680000_0.892857,2.4060266241
30.533946_0.546512_0.864865,1.8559804647
26.954631_0.529661_0.507937,1.8188758321
30.021465_0.546875_0.760563,1.7618773501
24.136286_0.636364_0.671053,1.5968759589
23.202425_0.569444_0.608696,1.6172145209
25.680100_0.645161_0.730769,1.6663010459
32.286014_0.761905_0.966667,2.8122664713
19.064659_0.528571_0.671642,1.5288854658
30.782118_0.633333_0.769231,1.7618773501
22.630869_0.652632_0.705128,1.6174879794
25.087671_0.651515_0.662338,1.7074823948
28.982489_0.526316_0.785714,1.7649246289
25.076722_0.708738_0.587500,1.764637632
26.048480_0.557692_0.935065,2.4060266241
29.209863_0.695652_0.941860,2.6637914936
30.338938_0.678571_0.804878,1.8261854218
29.987449_0.550000_0.597015,1.7979222621
31.207365_0.764286_0.898876,2.8109149245
29.353192_0.640000_0.914634,2.6637914936
17.984862_0.442857_0.737705,1.5786629607
33.896796_0.545872_0.611940,1.8503968151
16.899565_0.605263_0.925000,2.2767937291
20.297882_0.639241_0.876543,2.2095330958
34.615723_0.722222_0.811765,1.9195533107
25.357199_0.538462_0.676471,1.6768527553
29.995503_0.696970_0.637500,1.7979222621
21.613822_0.680000_0.892857,2.2095330958
27.181967_0.565000_0.704225,1.7056720829
32.794267_0.640000_0.914634,2.1374040817
21.897772_0.516667_0.845070,1.9888205742
24.281286_0.639423_0.613333,1.6172145209
23.854580_0.668831_0.879518,2.2823155941
30.848586_0.660000_0.903614,2.4542924905
21.586302_0.650000_0.759494,1.692352933
18.179194_0.530435_0.546875,1.6165656374
19.219245_0.526316_0.785714,1.644015014
27.718434_0.652632_0.705128,1.7375003258
25.954735_0.765625_0.955556,2.6855832632
19.028327_0.422018_0.706897,1.5198307107
32.873995_0.713235_0.942529,2.8122664713
24.334257_0.617347_0.693333,1.6174879794
29.551154_0.625000_0.621622,1.7979222621
32.918975_0.550000_0.821918,1.832052906
34.889591_0.550000_0.597015,1.8506884631
29.784551_0.556522_0.530303,1.8564949073
21.014621_0.664179_0.976471,2.5626747418
26.650768_0.700000_0.783133,1.7178598375
34.035654_0.694444_0.538462,1.894747784
21.505703_0.327586_0.708333,1.4757807146
18.787571_0.463158_0.833333,1.9254604728
25.138457_0.574074_0.896104,2.2823155941
20.136913_0.695652_0.941860,2.5626747418
33.184702_0.743421_0.850575,2.1374040817
25.848706_0.615854_0.860759,1.9412594839
33.137771_0.648148_0.851852,1.9195533107
20.451011_0.655405_0.915663,2.2095330958
17.717338_0.475000_0.517241,1.5618560773
17.348421_0.635135_0.926829,2.2767937291
22.720084_0.510526_0.797101,1.692352933
28.590983_0.631579_0.500000,1.8564949073
23.239411_0.625000_0.913580,2.2823155941
23.542604_0.703947_0.870588,2.2823155941
28.641207_0.716981_0.550000,1.764637632
31.934051_0.725806_0.686747,1.7768403133
26.000542_0.607143_0.846154,1.9412594839
25.016997_0.640625_0.701299,1.6663010459
29.379392_0.569149_0.767123,1.7618773501
33.663996_0.585106_0.756757,1.7888316923
30.176705_0.716981_0.550000,1.7979222621
29.132539_0.526316_0.785714,1.7649246289
20.318989_0.450893_0.644068,1.5065491706
19.220345_0.558824_0.866667,1.9925390453
34.149948_0.695652_0.941860,2.1374040817
20.455474_0.553571_0.880000,2.2095330958
27.723722_0.621359_0.635135,1.7190832817
19.730451_0.391892_0.709091,1.5001781972
19.975465_0.461165_0.746032,1.5786629607
31.972086_0.750000_0.886364,2.1374040817
29.780525_0.737113_0.638554,1.7979222621
32.723070_0.706897_0.759036,1.7888316923
21.356621_0.653846_0.605263,1.6106582872
27.285175_0.735294_0.931818,2.6637914936
17.681797_0.550000_0.597015,1.5722315545
32.073654_0.651163_0.800000,1.832052906
20.490602_0.358974_0.660000,1.4470535054
21.621321_0.472973_0.639344,1.5641014287
24.907064_0.544643_0.575758,1.6645908415
28.833946_0.668831_0.879518,2.3321213236
32.829312_0.630137_0.939024,2.8122664713
29.301164_0.684211_0.880952,2.3321213236
25.373233_0.527778_0.636364,1.6641236929
28.957720_0.548673_0.560606,1.764637632
27.867860_0.563953_0.853333,1.8748276722
29.762849_0.614286_0.616438,1.7979222621
25.277221_0.666667_0.928571,2.3902172869
19.218461_0.453390_0.561404,1.5313062711
29.931913_0.712329_0.895349,2.6637914936
23.258612_0.563953_0.853333,1.9189154507
27.629127_0.654867_0.500000,1.8564949073
34.170561_0.710843_0.797619,1.8211118163
34.927438_0.671233_0.916667,2.1374040817
24.504858_0.563953_0.853333,2.0003010876
21.234208_0.500000_0.826087,1.8123633428
29.838777_0.703488_0.771084,1.7618773501
21.062745_0.538462_0.819444,1.8123633428
25.203091_0.554054_0.582090,1.764637632
30.756401_0.722222_0.811765,1.8261854218
31.706272_0.720588_0.592593,1.7979222621
17.193131_0.552632_0.545455,1.6165656374
31.646804_0.646067_0.772152,1.7888316923
33.453315_0.700000_0.731707,1.7888316923
33.023183_0.551724_0.851351,1.9087549147
19.767968_0.450893_0.644068,1.5065491706
28.508997_0.730337_0.726190,1.7387291248
29.564451_0.618182_0.555556,1.8115227997
25.769641_0.702703_0.500000,1.764637632
23.928352_0.586207_0.828947,1.9189154507
33.547312_0.703704_0.821429,1.9195533107
18.428600_0.554455_0.700000,1.5288854658
33.442287_0.782258_0.967033,2.8122664713
33.171920_0.713483_0.734940,1.7888316923
30.272436_0.554054_0.582090,1.8115227997
30.793929_0.692308_0.857143,1.9662234038
28.205796_0.556122_0.732394,1.7232682121
21.370131_0.584337_0.870130,1.9888205742
32.630794_0.644737_0.902439,2.1374040817
33.041267_0.543478_0.805556,1.8180180776
26.837170_0.639423_0.613333,1.764637632
24.990964_0.510526_0.797101,1.6781289766
21.630467_0.635135_0.534247,1.6165656374
25.610035_0.596154_0.911392,2.4060266241
20.014859_0.632075_0.594595,1.6106582872
26.019589_0.590909_0.924051,2.4060266241
28.370817_0.642202_0.554054,1.764637632
31.192186_0.700000_0.833333,1.9662234038
20.157827_0.455752_0.627119,1.5065491706
25.873782_0.658228_0.865854,2.4060266241
24.687297_0.527174_0.816901,1.8687133731
31.978130_0.727273_0.738095,1.7888316923
25.076502_0.638393_0.520548,1.764637632
23.656632_0.648148_0.851852,2.2823155941
16.167782_0.657143_0.952381,2.4780258699
32.945217_0.561947_0.552239,1.894747784
17.290777_0.582278_0.910256,2.2767937291
30.537734_0.635135_0.534247,1.8581174508
24.169996_0.568493_0.974684,2.6855832632
27.389834_0.688312_0.869048,2.4060266241
18.524808_0.466346_0.730159,1.5786629607
17.836507_0.531250_0.771429,1.644015014
19.385828_0.522727_0.861111,1.9254604728
31.373953_0.730000_0.609756,1.7979222621
18.759006_0.440678_0.571429,1.5313062711
29.037957_0.539604_0.710145,1.7375003258
34.856095_0.647059_0.976190,2.3529720319
18.627723_0.546053_0.961039,2.4233361595
22.625724_0.653846_0.746835,1.6174879794
34.412280_0.630435_0.975904,2.8122664713
23.378373_0.587500_0.897436,2.2823155941
29.152483_0.621359_0.635135,1.7640694767
19.101320_0.458763_0.815385,1.7237884105
20.206223_0.443966_0.596491,1.547031015
22.603701_0.601266_0.898734,2.2823155941
23.255718_0.664474_0.891566,2.2823155941
20.423582_0.563953_0.853333,1.8123633428
33.256674_0.722826_0.698795,1.7768403133
24.119566_0.589041_0.962500,2.6855832632
18.674882_0.442857_0.737705,1.5786629607
25.551270_0.538462_0.676471,1.6768527553
20.692163_0.469828_0.576271,1.5722315545
34.456535_0.612903_0.750000,1.8211118163
24.106108_0.708955_0.954023,2.6855832632
21.213698_0.643750_0.864198,2.2095330958
19.571437_0.561798_0.824324,1.8123633428
16.906459_0.544944_0.835616,1.9254968203
28.918582_0.620879_0.766234,1.7618773501
30.065020_0.625000_0.753247,1.7618773501
19.859083_0.380165_0.580000,1.5203536218
31.490755_0.569149_0.767123,1.7618773501
24.749000_0.537234_0.788732,1.6740091839
28.538979_0.719780_0.710843,1.7375003258
19.533956_0.641593_0.506849,1.6165656374
29.587493_0.723684_0.860465,2.3321213236
32.699303_0.694175_0.594937,1.8281911542
20.953852_0.639241_0.876543,2.2095330958
29.968658_0.760870_0.910112,2.6637914936
18.570168_0.475000_0.517241,1.5618560773
34.146306_0.722222_0.811765,1.9195533107
27.473407_0.719626_0.537500,1.764637632
18.944173_0.553571_0.880000,1.9925390453
33.873113_0.696809_0.691358,1.8281911542
34.931372_0.639423_0.613333,1.8506884631
